Time,M1:EncoderPosition,M2:EncoderPosition,M3:EncoderPosition,M4:EncoderPosition,M1:EncoderVelocity,M2:EncoderVelocity,M3:EncoderVelocity,M4:EncoderVelocity
4.326,208773.2,59379,41723.75,-418647.8,8,432,-420,-4
4.327,208782.5,59808.25,41310,-418648.2,10,434,-406,2
4.328,208796,60237.5,40902.5,-418643.2,16,430,-406,4
4.329,208812.2,60675,40494.5,-418642.5,16,442,-412,0
4.33,208830.8,61121.5,40084.25,-418645,18,454,-414,-2
4.331,208847,61572.25,39674,-418645.5,16,452,-410,2
4.332,208863.5,62020,39263.5,-418640.2,18,444,-408,2
4.333,208878,62458,38851.25,-418640.8,16,434,-410,-2
4.334,208894.5,62892,38441.75,-418644.2,16,434,-408,-4
4.335,208911,63333.75,38032.75,-418641.8,18,448,-412,6
4.336,208931.2,63785.75,37621.25,-418637.2,22,454,-414,2
4.337,208953.5,64239.5,37208.5,-418639,24,446,-412,-2
4.338,208976.2,64685,36799,-418641.5,22,438,-406,0
4.339,208997.5,65124.5,36390.75,-418637,18,438,-408,6
4.34,209015,65565,35977.5,-418634.5,18,446,-412,0
4.341,209032.2,66012.5,35563.5,-418636.5,16,456,-416,-4
4.342,209051.2,66464.75,35153.5,-418638.8,20,456,-414,-2
4.343,209072,66915.75,34743.75,-418636.5,22,452,-414,4
4.344,209094,67363.75,34331.25,-418633.2,20,446,-410,2
4.345,209113.2,67812.75,33916.5,-418634.8,20,450,-412,-4
4.346,209133,68265,33505,-418636.8,20,454,-406,-2
4.347,209158.2,68721,33093.75,-418636.8,26,454,-408,2
4.348,209186.8,69178,32685.25,-418632.5,30,456,-410,2
4.349,209214.2,69631,32281.25,-418633.2,26,454,-404,-2
4.35,209238,70077.75,31877.5,-418636,24,446,-400,-4
4.351,209262.5,70519.25,31472.5,-418635.2,26,440,-404,4
4.352,209293,70962.75,31070.75,-418630.8,34,446,-394,2
4.353,209328.5,71414.75,30672.25,-418631.5,36,458,-400,-2
4.354,209365,71873,30278,-418634.8,34,462,-390,-4
4.355,209396.5,72331.75,29880.75,-418634.8,32,454,-398,4
4.356,209426.2,72783.5,29481.25,-418630,30,444,-404,2
4.357,209462.2,73227.75,29085,-418631,42,440,-392,-4
4.358,209506,73673.5,28690.75,-418635,48,448,-394,-4
4.359,209551.5,74129.75,28297.75,-418633.8,44,458,-394,4
4.36,209596,74597,27907.25,-418629.8,44,472,-382,2
4.361,209634,75065,27522.25,-418631.5,36,466,-380,-4
4.362,209668.8,75523.75,27139.75,-418635.5,36,454,-378,-2
4.363,209706,75972.5,26754.5,-418632,36,446,-382,6
4.364,209747.8,76420,26371,-418629.2,42,450,-380,0
4.365,209793.8,76879,25989.75,-418631.5,46,464,-378,-4
4.366,209840.2,77351.25,25606,-418634.8,46,476,-386,-2
4.367,209886.8,77828.75,25218.75,-418631,48,476,-384,6
4.368,209926.5,78298.25,24833.5,-418627.8,36,462,-378,0
4.369,209962,78751.25,24454.5,-418630.5,32,452,-378,-4
4.37,209995.8,79196.5,24073.75,-418634,32,450,-386,-2
4.371,210031.8,79650.5,23688.25,-418630.5,38,464,-388,4
4.372,210069,80121.25,23301,-418628,36,476,-384,0
4.373,210103.8,80600.75,22913.75,-418630.2,34,476,-384,-2
4.374,210128.8,81071,22523.75,-418633.5,18,462,-388,-2
4.375,210143.5,81520,22134,-418630.5,10,440,-388,6
4.376,210147,81957,21746,-418627.2,0,438,-390,2
4.377,210144.2,82396,21360,-418629,-6,444,-388,-2
4.378,210117.5,82846,20976,-418632.2,-42,456,-386,-4
4.379,210073.8,83300.75,20594.5,-418634,-34,456,-380,0
4.38,210068.5,83749.75,20217.25,-418629.2,12,446,-378,6
4.381,210075.5,84186.5,19841.5,-418628,-12,430,-376,-2
4.382,210049,84608.25,19462,-418631,-40,420,-376,-4
4.383,209993.5,85019.25,19081.25,-418633.8,-62,412,-378,0
4.384,209926.8,85426.5,18710.5,-418629.8,-68,406,-364,4
4.385,209848,85834.75,18351,-418628.2,-90,402,-358,0
4.386,209743.2,86239.25,17997,-418630.2,-122,406,-352,0
4.387,209617,86628.25,17651.5,-418621,-142,382,-342,14
4.388,209472.2,86997.25,17322.5,-418599.8,-152,364,-320,24
4.389,209303.2,87350.25,17012.75,-418576.2,-180,350,-306,24
4.39,209105.5,87696,16706.5,-418557.5,-212,342,-316,16
4.391,208873.5,88037.25,16354.5,-418546.2,-248,334,-380,10
4.392,208608.2,88368.75,15947,-418540,-276,328,-420,4
4.393,208318.5,88685.5,15561.25,-418534,-296,308,-360,8
4.394,208012.8,88989,15221,-418520.2,-316,302,-334,18
4.395,207674.2,89279.5,14889.5,-418503.5,-360,286,-334,14
4.396,207286,89563,14549.75,-418498.2,-402,284,-340,0
4.397,206876.2,89843,14220.75,-418504.2,-410,280,-318,-10
4.398,206458.8,90123.75,13910.25,-418512.8,-426,280,-302,-4
4.399,206001.5,90402.25,13615.5,-418513.8,-476,276,-288,2
4.4,205505,90668.25,13347.25,-418511,-506,260,-254,2
4.401,204994,90918.75,13101.5,-418510.2,-516,246,-242,0
4.402,204451,91159.25,12866.25,-418509,-562,236,-232,2
4.403,203848.5,91398.5,12643,-418505,-626,240,-212,4
4.404,203203,91637.25,12443,-418503.5,-654,234,-184,0
4.405,202532.2,91868,12270.75,-418506.5,-682,228,-166,-6
4.406,201832,92084.5,12109.75,-418511,-724,210,-164,-4
4.407,201091.8,92285.5,11947,-418513,-764,196,-160,-2
4.408,200303.5,92473.5,11795.75,-418512.2,-802,184,-144,0
4.409,199489.8,92650.75,11668.25,-418513,-820,172,-122,-2
4.41,198654,92822.25,11556.75,-418515.5,-844,166,-106,-2
4.411,197772,92982.25,11445.75,-418516.5,-908,152,-114,0
4.412,196843.2,93127.75,11341.25,-418517.5,-948,140,-96,-2
4.413,195887.5,93260.75,11255.25,-418520,-966,128,-78,-4
4.414,194903,93387,11186,-418523,-998,120,-66,-2
4.415,193888.5,93507.25,11119,-418526.2,-1026,116,-68,-2
4.416,192852,93615.75,11054.5,-418528.8,-1046,100,-60,-2
4.417,191789,93713.25,11003.75,-418530.5,-1086,92,-44,-2
4.418,190694,93803,10966.5,-418535,-1110,82,-36,-6
4.419,189562.8,93888.25,10935.5,-418543,-1146,84,-30,-10
4.42,188402.8,93966.75,10910.25,-418555.8,-1170,74,-22,-16
4.421,187229.5,94038.75,10894,-418571.5,-1186,70,-10,-14
4.422,186028.5,94102.25,10886.75,-418587.2,-1218,62,-6,-14
4.423,184801.2,94158.5,10886.5,-418600.5,-1244,54,2,-14
4.424,183548.2,94208.75,10892.75,-418612.5,-1262,46,8,-8
4.425,182275.5,94251.75,10905,-418615,-1274,40,18,2
4.426,180993.2,94296.75,10928,-418611.8,-1290,48,32,4
4.427,179682.8,94338,10991,-418611,-1328,38,74,0
4.428,178340,94369.75,11062.75,-418611.5,-1360,28,56,0
4.429,176968.5,94392.75,11098.75,-418611.5,-1380,22,26,2
4.43,175588.8,94413,11130.5,-418610.8,-1378,18,46,-2
4.431,174206.2,94432,11198.75,-418613.5,-1384,18,84,-4
4.432,172799.2,94446,11287,-418613.5,-1426,10,84,4
4.433,171339,94438,11368.75,-418608.5,-1482,-28,78,6
4.434,169842.5,94395,11450.75,-418604.5,-1502,-44,90,4
4.435,168356.5,94370.5,11552,-418603.2,-1482,-8,112,0
4.436,166866.2,94375,11664,-418605,-1504,4,110,-4
4.437,165332.2,94361.75,11775.25,-418607.2,-1562,-28,114,-2
4.438,163745.8,94319.25,11892,-418610,-1602,-52,122,-2
4.439,162147.2,94269.25,12033,-418610.5,-1594,-46,154,2
4.44,160552.5,94225.25,12195,-418608,-1604,-44,168,2
4.441,158930.8,94179.75,12358.5,-418608,-1650,-50,164,-2
4.442,157258.5,94116.75,12516,-418614,-1678,-66,162,-8
4.443,155564.2,94045.5,12692.75,-418621.2,-1704,-66,192,-6
4.444,153857.5,93982,12905.5,-418623.2,-1720,-56,222,4
4.445,152117.8,93926,13126.75,-418620.5,-1756,-54,218,0
4.446,150346.5,93863.5,13339,-418624.8,-1774,-68,212,-6
4.447,148563.5,93789,13569.75,-418628,-1788,-76,250,0
4.448,146755.2,93706.75,13839,-418625.5,-1826,-82,284,2
4.449,144898.8,93628.75,14122.5,-418627.5,-1866,-74,276,-4
4.45,143020.2,93553.25,14402.5,-418630.5,-1886,-78,284,0
4.451,141135.5,93479.75,14703.5,-418629.5,-1902,-74,312,2
4.452,139217,93408.75,15035.75,-418628,-1948,-66,340,2
4.453,137253.8,93334.25,15376.75,-418625.5,-1972,-80,342,4
4.454,135273.5,93254.75,15731.5,-418621.8,-1992,-80,364,4
4.455,133278.2,93173.25,16115.75,-418618,-2010,-82,392,2
4.456,131256,93095.5,16518.5,-418614.2,-2038,-76,410,4
4.457,129225.8,93026.25,16927.75,-418610.8,-2036,-62,420,4
4.458,127165.5,92962.5,17359.5,-418609.8,-2082,-58,442,0
4.459,125063.2,92899.5,17814.5,-418608.8,-2102,-60,458,0
4.46,122969.5,92834.5,18280,-418608,-2088,-60,470,0
4.461,120865.5,92769.75,18761.5,-418608.2,-2130,-58,492,-2
4.462,118714.8,92710.5,19263,-418610.5,-2156,-54,504,-4
4.463,116576,92659.25,19773.5,-418615.5,-2112,-50,510,-6
4.464,114452,92616.5,20299,-418621.5,-2132,-38,534,-6
4.465,112279.2,92581,20843.25,-418627.5,-2202,-30,550,-6
4.466,110097.2,92550,21396,-418628,-2172,-28,554,0
4.467,107940.2,92521.75,21955.25,-418625.5,-2156,-26,564,2
4.468,105768,92499.25,22534.75,-418624.5,-2198,-20,590,0
4.469,103588.5,92485.75,23127.25,-418625.2,-2178,-8,594,-2
4.47,101427.2,92484.5,23715.5,-418625.8,-2156,6,576,2
4.471,99278,92513.5,24291,-418620.2,-2148,48,568,6
4.472,97136.25,92573.75,24855,-418607.5,-2152,68,564,18
4.473,95005.5,92629.5,25426.75,-418582.5,-2128,48,586,32
4.474,92898.25,92661.75,26063,-418540,-2090,24,674,54
4.475,90829,92682,26773,-418475.5,-2050,22,720,78
4.476,88798,92720.5,27476,-418386.8,-2020,54,674,98
4.477,86783.25,92796.25,28124.5,-418280.5,-2020,98,636,116
4.478,84735,92900.5,28776.25,-418158.5,-2074,114,668,130
4.479,82643.25,93019.25,29467.25,-418018,-2090,120,694,152
4.48,80582,93129.25,30149.25,-417855.5,-2036,98,666,172
4.481,78592,93225.75,30806.25,-417668.2,-1970,88,656,200
4.482,76611.5,93322,31479.5,-417454.2,-2000,94,690,226
4.483,74612.5,93439,32172.25,-417207,-2000,134,688,264
4.484,72634.25,93582,32858.25,-416922.5,-1958,148,678,298
4.485,70696.25,93752.25,33534,-416606.2,-1926,176,682,326
4.486,68781.5,93934,34211.75,-416271.8,-1904,180,680,342
4.487,66872.75,94118.75,34898,-415922.5,-1908,186,692,354
4.488,64966,94302,35616.75,-415561,-1894,186,734,358
4.489,63107.25,94489.5,36348.5,-415215.8,-1818,192,722,346
4.49,61320.25,94694.25,37061.25,-414840.2,-1758,218,714,406
4.491,59569.75,94925.5,37771.75,-414394.8,-1752,242,720,468
4.492,57806.25,95179.75,38498.75,-413901.8,-1764,262,728,518
4.493,56069.5,95448,39222.75,-413341.8,-1708,272,716,596
4.494,54400.75,95718.75,39943,-412714,-1644,272,724,650
4.495,52754,95991.25,40671.25,-412037.8,-1652,276,730,704
4.496,51114.5,96272.5,41390.25,-411295.8,-1634,286,708,766
4.497,49507.5,96568.5,42095.5,-410526.2,-1590,304,708,772
4.498,47926.5,96880,42819,-409751.5,-1578,316,734,784
4.499,46350,97200.25,43554.25,-408955.8,-1576,320,728,806
4.5,44790,97510.75,44264.75,-408123.2,-1544,304,696,848
4.501,43262,97809.75,44963.5,-407251,-1520,298,700,888
4.502,41758.25,98118.75,45687.75,-406340.8,-1500,316,736,926
4.503,40252.75,98448.5,46433.25,-405401.8,-1506,332,746,954
4.504,38750,98789.25,47171.75,-404439.5,-1492,342,732,970
4.505,37267,99131,47912,-403462.5,-1480,344,746,986
4.506,35808.25,99481,48669.5,-402459.8,-1448,358,770,1016
4.507,34370.75,99845.5,49447,-401424.5,-1424,368,788,1048
4.508,32954.25,100219.5,50235.25,-400369,-1404,378,788,1060
4.509,31562,100594.8,51032,-399300.5,-1380,374,800,1080
4.51,30195,100972.2,51834.5,-398194.2,-1356,378,802,1130
4.511,28845.75,101358.8,52643.75,-397033,-1344,388,814,1180
4.512,27502.25,101762.8,53461.25,-395828.8,-1342,412,824,1220
4.513,26160,102183.5,54286,-394576.8,-1340,428,830,1282
4.514,24825.75,102611,55120,-393273.2,-1328,422,842,1320
4.515,23509.25,103039.2,55965.25,-391930.8,-1306,428,850,1354
4.516,22224,103466,56816.5,-390554.2,-1268,428,854,1392
4.517,20968.25,103900,57668.75,-389145.2,-1248,440,850,1426
4.518,19733.25,104348,58521.5,-387707.5,-1226,454,848,1448
4.519,18506.25,104809.5,59378.5,-386242.2,-1228,466,864,1480
4.52,17283.5,105273.5,60247,-384751.2,-1214,462,878,1500
4.521,16072.5,105733.5,61127.25,-383236,-1202,460,882,1524
4.522,14883.5,106196.5,62016.75,-381697,-1176,466,886,1548
4.523,13719.25,106674.2,62914.25,-380133.5,-1158,488,894,1578
4.524,12568.75,107169,63814.5,-378542.2,-1150,498,896,1608
4.525,11426.75,107669.5,64712.5,-376913.5,-1134,498,892,1640
4.526,10298,108168.2,65614.75,-375248.2,-1120,498,910,1680
4.527,9189.5,108671.5,66532.75,-373542.2,-1096,508,926,1730
4.528,8106,109186,67467,-371793.5,-1072,522,934,1764
4.529,7046.25,109715,68400.25,-370003.8,-1050,538,928,1814
4.53,6006.25,110257.8,69321.25,-368169.8,-1036,548,916,1848
4.531,4972.5,110809.5,70240.5,-366306.2,-1036,554,922,1878
4.532,3931.25,111363.5,71175.75,-364420,-1050,552,942,1894
4.533,2880.25,111915.8,72124.75,-362511.8,-1048,548,946,1920
4.534,1854.75,112469.5,73066.75,-360573,-1006,558,938,1952
4.535,876.5,113035.2,74003.5,-358594.8,-958,572,942,1996
4.536,-77.5,113617.2,74957,-356573.5,-952,588,966,2040
4.537,-1033,114209.2,75924.5,-354513,-952,596,968,2074
4.538,-1979.5,114804.8,76888.75,-352415.2,-940,598,960,2108
4.539,-2899.5,115402.2,77856,-350291.8,-910,598,974,2128
4.54,-3797,116006.8,78840,-348148.5,-890,606,992,2154
4.541,-4673.75,116623.8,79836,-345985.8,-864,620,996,2166
4.542,-5527.5,117252.5,80824.5,-343799.8,-844,628,982,2200
4.543,-6356.75,117888.8,81806,-341589,-818,638,984,2228
4.544,-7164,118529,82791.5,-339335.5,-796,644,988,2270
4.545,-7956.75,119174.5,83779.75,-337034.8,-786,646,984,2322
4.546,-8735.25,119822.5,84760.25,-334685.2,-774,644,976,2372
4.547,-9496.25,120471.8,85736,-332299.5,-752,652,976,2400
4.548,-10232,121128,86711.5,-329884.2,-726,660,974,2426
4.549,-10947.75,121798.2,87686.25,-327440,-706,676,978,2458
4.55,-11655.5,122479.5,88655.75,-324961.5,-700,678,966,2490
4.551,-12351.5,123164.2,89621,-322442,-686,690,964,2524
4.552,-13022.5,123848,90592,-319882.8,-664,686,976,2574
4.553,-13673,124537,91565,-317285,-646,690,972,2610
4.554,-14318.75,125233.2,92539,-314665.2,-650,696,970,2628
4.555,-14961.25,125937.2,93510.75,-312033,-644,702,972,2640
4.556,-15591.75,126650.5,94486,-309390.8,-626,716,982,2648
4.557,-16206.25,127371.8,95466.5,-306714,-610,720,986,2698
4.558,-16810.75,128099.5,96461.5,-303993.2,-604,732,1000,2740
4.559,-17414.75,128832,97465.5,-301229.5,-608,736,1006,2782
4.56,-18036,129574,98476.25,-298430,-636,748,1014,2808
4.561,-18679.75,130326.5,99499.75,-295594.2,-656,758,1028,2854
4.562,-19333.5,131087.8,100541.2,-292718,-646,764,1052,2900
4.563,-19949.75,131858.5,101606.2,-289795.5,-588,774,1074,2934
4.564,-20487.25,132635.5,102694.2,-286838.5,-516,780,1096,2960
4.565,-21007,133420,103803.5,-283850.5,-540,792,1120,3000
4.566,-21592.75,134220.2,104926.2,-280841,-620,804,1122,3020
4.567,-22206,135032.5,106034.5,-277814.5,-602,818,1092,3044
4.568,-22780,135850.5,107116.2,-274750,-554,822,1076,3068
4.569,-23341.5,136674.8,108211,-271642.8,-580,828,1112,3122
4.57,-23937,137506,109349.2,-268506,-608,836,1150,3148
4.571,-24535,138347.2,110497.8,-265353.8,-584,846,1138,3152
4.572,-25113.5,139196,111633.2,-262181.2,-580,846,1132,3188
4.573,-25707.25,140046.8,112780.2,-258969,-614,852,1166,3236
4.574,-26322,140913,113954.5,-255716,-618,880,1178,3272
4.575,-26930,141808.8,115139.2,-252429.2,-602,908,1188,3304
4.576,-27544.5,142727.8,116349,-249107,-632,926,1224,3346
4.577,-28190.75,143662.5,117595.5,-245744,-656,938,1260,3372
4.578,-28847.75,144611,118860.8,-242339.8,-652,956,1274,3426
4.579,-29492.5,145569.5,120144.2,-238892.8,-644,966,1290,3464
4.58,-30146.75,146543.8,121455.5,-235408.8,-658,988,1332,3500
4.581,-30825.25,147547,122800,-231896.5,-688,1016,1360,3516
4.582,-31518.75,148579,124177,-228376.5,-700,1040,1392,3526
4.583,-32221,149628.2,125575,-224836.2,-708,1056,1396,3556
4.584,-32931,150691.5,126975.2,-221258,-716,1068,1400,3596
4.585,-33655.25,151765.2,128397,-217651,-732,1082,1436,3620
4.586,-34396.25,152851.5,129867.8,-214015,-748,1094,1494,3650
4.587,-35143.75,153951,131378.5,-210336.5,-742,1108,1514,3702
4.588,-35885.75,155069,132884.2,-206617.5,-738,1130,1496,3738
4.589,-36629,156207.8,134370.8,-202872.5,-750,1140,1488,3750
4.59,-37379.5,157355.2,135890.2,-199095,-752,1144,1538,3786
4.591,-38138,158502.8,137464.2,-195275,-760,1150,1594,3846
4.592,-38893.75,159657.8,139050.2,-191408,-752,1162,1574,3878
4.593,-39643.5,160831.5,140613,-187496.5,-746,1180,1556,3924
4.594,-40378.5,162025,142181.2,-183551.2,-724,1204,1584,3958
4.595,-41091.25,163235.5,143782.5,-179560,-704,1222,1608,4004
4.596,-41812.25,164462.5,145374,-175535.5,-744,1228,1568,4028
4.597,-42584.25,165707.8,146933.8,-171496,-796,1250,1568,4034
4.598,-43383.75,166966.8,148556,-167461.8,-790,1260,1676,4034
4.599,-44145,168234,150284.5,-163434.8,-730,1274,1764,4018
4.6,-44837.5,169503.2,152023.2,-159406.5,-658,1264,1702,4028
4.601,-45482.75,170768.5,153681,-155383.2,-648,1264,1620,4010
4.602,-46148.25,172039,155312.2,-151370.8,-684,1272,1646,4006
4.603,-46857.5,173335.2,156979.5,-147428.2,-716,1312,1686,3858
4.604,-47577.75,174657.2,158691.8,-143700.8,-716,1324,1724,3682
4.605,-48268.5,175981.2,160416.5,-139951.5,-678,1322,1716,3828
4.606,-48933.75,177302,162132.8,-136014,-662,1320,1698,4006
4.607,-49600.5,178616.2,163819.2,-131939.2,-664,1304,1668,4126
4.608,-50272.75,179929.2,165470.8,-127767.5,-672,1318,1646,4216
4.609,-50947,181237.8,167113.2,-123516.5,-668,1294,1656,4272
4.61,-51605.25,182508,168792.2,-119216,-652,1252,1702,4286
4.611,-52232.25,183747,170521.2,-114980,-614,1234,1738,4192
4.612,-52831.75,184992,172262.2,-110854.8,-584,1260,1732,4078
4.613,-53409.5,186258.8,173979.2,-106827.5,-570,1270,1688,3992
4.614,-53989.25,187540.5,175655.8,-102857.2,-592,1288,1654,3962
4.615,-54586,188824.8,177298.5,-98892.25,-598,1282,1642,3956
4.616,-55198.75,190094.5,178938,-94948.5,-614,1258,1652,3944
4.617,-55804,191345.2,180615.2,-91017.75,-594,1244,1696,3930
4.618,-56377.75,192592.5,182332.5,-87078.5,-556,1246,1728,3942
4.619,-56916.25,193849.8,184057.5,-83142.75,-524,1260,1714,3926
4.62,-57436,195120.5,185758.8,-79230,-520,1274,1684,3886
4.621,-57946.5,196386,187423,-75348.25,-508,1258,1648,3872
4.622,-58441.25,197632.8,189082.2,-71511.75,-486,1238,1690,3816
4.623,-58914.25,198867.8,190802.5,-67765.5,-464,1238,1762,3698
4.624,-59379,200105.5,192562.8,-64102,-466,1240,1740,3650
4.625,-59848.75,201354.8,194267,-60455.25,-472,1250,1672,3656
4.626,-60326.25,202598.5,195895.2,-56780.75,-476,1238,1612,3690
4.627,-60797,203817.2,197521.2,-53063.75,-466,1206,1644,3702
4.628,-61248,205015.8,199172.2,-49350.75,-438,1196,1656,3684
4.629,-61674.25,206205.2,200802.8,-45696,-422,1190,1610,3626
4.63,-62084.5,207398.2,202398.2,-42087.25,-404,1196,1584,3586
4.631,-62497.25,208591.8,203987.2,-38521,-416,1192,1588,3548
4.632,-62936.25,209777.8,205570,-34981.75,-454,1178,1574,3524
4.633,-63391,210949.8,207122,-31472,-454,1164,1536,3494
4.634,-63832.75,212119.2,208639,-27991.5,-436,1174,1510,3474
4.635,-64241.25,213283.2,210152.5,-24541.75,-400,1164,1522,3440
4.636,-64634.5,214436.8,211674.8,-21131.75,-396,1146,1516,3392
4.637,-65029,215571.5,213177.8,-17768.75,-390,1130,1478,3338
4.638,-65417.5,216695,214643,-14455.75,-378,1120,1444,3286
4.639,-65784.25,217825.8,216098.8,-11194.75,-360,1138,1462,3228
4.64,-66135.75,218964,217560.2,-8004.25,-346,1142,1460,3152
4.641,-66481.5,220096.8,219006.8,-4889.25,-348,1122,1432,3088
4.642,-66817.25,221201.5,220429.2,-1801.5,-328,1094,1414,3092
4.643,-67133.25,222288.8,221841.2,1316.25,-300,1084,1414,3138
4.644,-67429.25,223377.5,223260,4463.75,-292,1092,1416,3152
4.645,-67723.5,224466.5,224672.8,7616.75,-296,1086,1404,3148
4.646,-68025,225540.8,226057,10755.25,-300,1064,1370,3120
4.647,-68313.75,226596,227416.5,13848.25,-276,1046,1356,3052
4.648,-68574.25,227639.8,228767.2,16854.5,-252,1044,1344,2964
4.649,-68822.25,228677.5,230108.5,19776,-246,1030,1340,2884
4.65,-69072.75,229691,231434.5,22643,-252,1004,1322,2846
4.651,-69327.5,230688.5,232744.5,25478.25,-250,996,1298,2826
4.652,-69579.5,231680.5,234048,28307,-244,992,1304,2828
4.653,-69823,232658.8,235352.5,31140,-238,966,1306,2838
4.654,-70059.75,233612.8,236650.5,33969,-234,942,1284,2822
4.655,-70283,234546.8,237927,36781.25,-210,926,1268,2784
4.656,-70492,235467,239190.8,39559.25,-206,916,1262,2754
4.657,-70696,236387.5,240444,42282.5,-206,922,1246,2694
4.658,-70905.75,237303.5,241687.8,44932,-214,906,1242,2612
4.659,-71116.75,238204.2,242928.8,47506.5,-206,894,1236,2544
4.66,-71323,239087,244160.2,50024.5,-204,872,1224,2504
4.661,-71524.25,239950.8,245372,52522.25,-200,852,1194,2500
4.662,-71724,240808.2,246570,55025.25,-198,858,1192,2506
4.663,-71919,241669.5,247763.2,57532.75,-192,862,1198,2506
4.664,-72100.75,242528.5,248946,60024.5,-172,856,1174,2482
4.665,-72272.25,243368.8,250111.2,62482.25,-170,826,1158,2436
4.666,-72440.5,244189.5,251265.5,64904.25,-172,816,1152,2398
4.667,-72611.5,244996.2,252417,67279.5,-172,798,1146,2342
4.668,-72784.5,245798.5,253556.8,69595.75,-172,802,1130,2292
4.669,-72951,246598.2,254679.8,71862.5,-166,788,1118,2250
4.67,-73106.25,247387.2,255790.5,74095,-150,782,1110,2220
4.671,-73251,248156.8,256895,76300.75,-138,766,1098,2192
4.672,-73393,248911.5,257986.2,78485.75,-144,748,1084,2168
4.673,-73532.75,249660.5,259062.8,80648.25,-136,740,1072,2150
4.674,-73670.5,250401.8,260132,82788,-132,740,1068,2126
4.675,-73801.5,251125.8,261193,84900,-124,712,1054,2098
4.676,-73925.5,251834,262237,86977.5,-118,700,1034,2060
4.677,-74047.5,252532.2,263263.2,89016,-118,692,1022,2022
4.678,-74172,253218.8,264277.5,91011.25,-124,684,1008,1974
4.679,-74297.25,253887.2,265281.2,92966,-122,660,996,1936
4.68,-74419,254543.5,266270,94883.75,-124,650,984,1906
4.681,-74533.75,255193.5,267244,96765.5,-108,648,968,1864
4.682,-74647,255829.8,268202.2,98622.5,-116,632,954,1842
4.683,-74758,256447,269137.8,100460,-108,610,926,1832
4.684,-74869.5,257052.8,270048.5,102276,-114,604,906,1800
4.685,-74980,257648.2,270956.2,104066,-110,588,910,1770
4.686,-75090,258229.2,271857.5,105822.2,-112,576,886,1744
4.687,-75196,258786.5,272739.5,107534.2,-102,544,876,1692
4.688,-75299,259326.5,273605.2,109200.8,-96,534,864,1646
4.689,-75396.5,259856.5,274460,110822.2,-90,528,852,1600
4.69,-75487.25,260382,275300.5,112403.2,-88,522,834,1568
4.691,-75576.25,260894.8,276126.5,113954.5,-90,508,822,1542
4.692,-75665,261392.8,276939,115481.5,-88,492,808,1516
4.693,-75748.75,261879.5,277737.2,116989,-80,484,788,1498
4.694,-75824,262353.8,278530,118473,-76,468,794,1470
4.695,-75893,262815.2,279316,119923,-68,458,784,1428
4.696,-75956,263264,280088,121327.8,-60,448,766,1384
4.697,-76013.5,263702,280844.8,122688.2,-58,432,754,1344
4.698,-76064.25,264131.8,281592.8,124008.5,-44,426,744,1308
4.699,-76106.5,264554.2,282330.5,125293.5,-38,418,730,1276
4.7,-76137.5,264970.8,283059.8,126550.8,-26,410,724,1246
4.701,-76157.75,265380.5,283779.5,127786.2,-14,406,720,1232
4.702,-76166.75,265785,284489,129000,-4,404,708,1208
4.703,-76139.75,266187,285194.8,130190.2,52,398,704,1176
4.704,-76085.75,266590.2,285895.5,131347.8,46,408,702,1142
4.705,-76046.25,266989.8,286593.2,132470.8,38,398,702,1106
4.706,-75997,267389,287290.5,133555.5,68,404,700,1066
4.707,-75905.75,267793.2,287994.5,134601.2,110,404,710,1030
4.708,-75777.75,268205.5,288707.8,135609,144,414,720,990
4.709,-75624.25,268625.2,289419.5,136578.5,168,420,708,956
4.71,-75438.5,269053.2,290127.5,137517.8,198,434,710,926
4.711,-75224.25,269489.5,290848.2,138429.2,228,438,730,900
4.712,-74982.5,269933.5,291595,139313.2,258,444,758,870
4.713,-74698.75,270388,292358,140162.2,310,460,770,832
4.714,-74372.25,270856,293122.5,140973,348,474,768,796
4.715,-74011.25,271338.8,293885.8,141746.5,372,488,766,756
4.716,-73613.25,271835,294662.2,142480.8,416,500,796,714
4.717,-73172.25,272343,295466.8,143177.8,458,512,812,680
4.718,-72690.5,272864,296299.8,143842.5,498,528,834,656
4.719,-72167.25,273398.8,297140.8,144480,546,540,838,630
4.72,-71597.75,273951,297985.5,145090.8,594,562,848,598
4.721,-70980.75,274515.5,298837,145673.5,636,572,858,570
4.722,-70326.75,275093.2,299708.8,146227.2,668,586,880,540
4.723,-69632.25,275681,300601.5,146746.5,714,590,896,504
4.724,-68887.25,276280.2,301507.5,147226.2,766,608,908,462
4.725,-68100.5,276894.8,302416.2,147666,794,620,912,422
4.726,-67289.5,277527.2,303333.8,148071.2,826,644,928,392
4.727,-66430.75,278171,304270,148447.8,890,650,948,366
4.728,-65519.25,278823,305225.2,148796,924,656,960,338
4.729,-64568,279489.5,306190.5,149122.2,968,676,970,318
4.73,-63571,280171.2,307160.8,149431,1026,686,976,300
4.731,-62525.25,280868.8,308142.2,149716.2,1058,708,988,272
4.732,-61458.25,281579,309140.2,149969.2,1074,714,1006,238
4.733,-60363.75,282299.8,310153,150181,1116,722,1012,192
4.734,-59222.5,283030,311173.8,150346.2,1160,736,1024,142
4.735,-58039.5,283769.2,312200.2,150470.8,1200,740,1032,108
4.736,-56822.5,284517,313234,150566.8,1228,756,1036,86
4.737,-55578.75,285275.5,314274,150646.8,1258,768,1044,78
4.738,-54306.25,286041.8,315323.5,150721,1290,772,1054,72
