Time,M1:EncoderPosition,M2:EncoderPosition,M3:EncoderPosition,M4:EncoderPosition,M1:EncoderVelocity,M2:EncoderVelocity,M3:EncoderVelocity,M4:EncoderVelocity
7.428,15725,128217,31925.5,-418633.2,0,-2,0,2
7.429,15723.5,128216.5,31927.25,-418628.2,-2,0,2,6
7.43,15721.5,128215.8,31930.25,-418627.8,-2,-2,2,-4
7.431,15721.5,128213.2,31931.75,-418633.8,2,-4,0,-4
7.432,15724.5,128211,31931,-418633,4,-2,0,4
7.433,15728.25,128208,31932.75,-418627.5,2,-4,2,2
7.434,15730,128204.2,31933.25,-418629.5,0,-4,-2,-6
7.435,15731.5,128198.8,31931,-418633.8,2,-6,-4,-2
7.436,15734,128192.8,31929,-418630.2,2,-6,0,6
7.437,15738,128187.5,31927.25,-418627.8,2,-4,-2,0
7.438,15737.25,128182.8,31925.5,-418632.5,-2,-4,0,-6
7.439,15736.75,128178,31926.25,-418632.5,2,-4,0,4
7.44,15740,128173,31926.5,-418628.5,4,-6,-2,2
7.441,15742,128169.5,31923.75,-418629.5,2,-2,-2,-4
7.442,15742.75,128168,31923,-418633.5,2,0,0,-2
7.443,15746.75,128167.8,31924.75,-418630,4,0,2,4
7.444,15753.5,128167.2,31925.75,-418627.5,6,-2,0,-2
7.445,15759.25,128165.8,31924.5,-418632,6,-2,0,-6
7.446,15764.25,128166.2,31925,-418632.2,4,2,2,4
7.447,15767.75,128167.5,31924.75,-418628,4,2,0,4
7.448,15770.25,128169,31926,-418629.8,4,2,2,-6
7.449,15773.25,128173,31927.75,-418632.8,2,6,0,2
7.45,15774.75,128177.2,31928,-418628.8,2,6,0,6
7.451,15776,128181.8,31927,-418627.8,0,4,0,-2
7.452,15777,128185,31926.25,-418632.2,2,4,0,-4
7.453,15778.25,128188.5,31925.75,-418631,0,4,-2,4
7.454,15777.5,128190.2,31925,-418627.2,-2,2,0,0
7.455,15774.75,128192,31923,-418630.5,-2,2,-2,-6
7.456,15772.5,128194.2,31922,-418632.8,-4,2,0,2
7.457,15769,128197.2,31920.5,-418628.5,-4,4,-2,4
7.458,15763.75,128199,31919.5,-418628.2,-6,0,0,-4
7.459,15756.5,128199.8,31918.75,-418633,-8,0,-2,-2
7.46,15751,128199.5,31917,-418631,-4,0,-2,6
7.461,15748,128199.2,31916.25,-418627,-2,0,0,0
7.462,15744,128199.2,31917.75,-418630.5,-6,2,0,-6
7.463,15736.75,128200.2,31918.75,-418633.5,-8,2,2,2
7.464,15729.25,128199,31920,-418629.2,-6,0,2,6
7.465,15726.75,128199.5,31921.75,-418628,0,0,0,-2
7.466,15727,128200.5,31920.75,-418633.2,0,0,-2,-4
7.467,15724.25,128200.2,31921,-418631.8,-4,0,2,4
7.468,15723.5,128200.8,31923.25,-418626.8,2,2,0,2
7.469,15723.25,128202,31922,-418629.5,-2,2,-2,-6
7.47,15721,128203.5,31921,-418633.8,-2,0,-2,0
7.471,15721.25,128205.2,31921.5,-418629.8,2,2,2,6
7.472,15723.25,128209.8,31921,-418627.2,2,6,-2,-2
7.473,15725,128214.8,31920,-418632.2,2,4,-2,-6
7.474,15726.25,128215.8,31919.75,-418632.8,2,0,0,4
7.475,15729,128215.2,31921.5,-418627.5,2,0,4,6
7.476,15731,128218.2,31924,-418628.5,0,4,2,-6
7.477,15731.75,128217.5,31924.75,-418633.8,2,-2,0,-2
7.478,15733.25,128217.8,31926.25,-418631.8,2,2,2,6
7.479,15738,128218.8,31931.5,-418627.8,6,-2,6,0
7.48,15740.25,128217.5,31937.25,-418631.2,0,0,4,-6
7.481,15738.25,128216.2,31941,-418633.8,0,-2,4,2
7.482,15739.25,128214.5,31944.25,-418629.8,2,-2,4,4
7.483,15740.25,128212.2,31945,-418628.2,0,0,-2,-4
7.484,15740.25,128211,31944,-418633,0,0,0,-4
7.485,15740.5,128209,31945,-418632.8,0,-2,2,4
7.486,15739.5,128205,31946,-418627.8,-2,-4,-2,2
7.487,15739.5,128202.2,31944.25,-418630,2,0,-2,-6
7.488,15739.5,128201,31941.75,-418634,0,-2,-2,0
7.489,15739.5,128200.2,31942,-418630.2,0,-2,0,4
7.49,15740,128199.2,31942.5,-418628,2,-2,-2,-2
7.491,15741,128198.2,31940,-418633,2,0,-2,-6
7.492,15741.25,128198.5,31936.75,-418632.8,0,0,-4,4
7.493,15742.25,128199.2,31935,-418628,0,0,0,4
7.494,15744.75,128198.5,31936.25,-418629.5,4,0,0,-4
7.495,15746.75,128199.2,31934.75,-418633.5,0,2,-2,0
7.496,15745.75,128199.2,31932.25,-418630.2,-2,0,-2,4
7.497,15747,128198.5,31931,-418627.8,2,0,-2,0
7.498,15747.75,128199.5,31929.75,-418632.2,-2,0,0,-4
7.499,15745.75,128198.8,31928.75,-418631.8,-2,-2,0,4
7.5,15747,128198.2,31926.5,-418627.2,2,0,-4,2
7.501,15746.25,128198.5,31923.5,-418629.8,-2,0,-4,-6
7.502,15744.75,128197.5,31921,-418633.5,0,0,-2,0
7.503,15745.25,128197.8,31919.25,-418629.8,0,2,-2,4
7.504,15745.75,128197.8,31916.25,-418627.2,0,0,-4,-2
7.505,15745.5,128196.8,31913.25,-418631.5,0,0,-2,-6
7.506,15745.75,128197.8,31914,-418631.2,0,0,2,4
7.507,15747,128197.2,31913.5,-418626.5,2,-2,-2,2
7.508,15748.25,128198.2,31910.75,-418629.2,0,2,-2,-6
7.509,15748.75,128198.8,31912.5,-418633.5,2,0,4,0
7.51,15750.5,128199,31914.75,-418629.8,2,0,2,6
7.511,15753.5,128201.2,31914.75,-418627.2,2,4,0,-2
7.512,15754.75,128205.5,31916.5,-418632,0,4,2,-6
7.513,15755.25,128208.5,31918.5,-418632,0,2,2,2
7.514,15756,128209,31920.25,-418627.2,0,2,2,4
7.515,15757.5,128211,31921.75,-418629.2,2,4,2,-6
7.516,15757.75,128213,31924.75,-418633,-2,2,2,0
7.517,15756.75,128212.5,31927.5,-418630,-2,-2,2,4
7.518,15754,128212.8,31927.75,-418627.2,-4,2,0,0
7.519,15750.5,128214,31926.75,-418632,-4,0,0,-4
7.52,15750.75,128212.8,31926.25,-418632.2,2,0,0,4
7.521,15750,128212.5,31927.75,-418627,-4,0,2,4
7.522,15744,128212,31927,-418627.8,-8,-2,-2,-4
7.523,15737.25,128209.2,31925.5,-418633,-6,-4,-2,-2
7.524,15735,128206.8,31924.75,-418631,0,-2,-2,6
7.525,15736.25,128206,31922.75,-418627,0,0,-2,2
7.526,15735,128205.2,31921,-418630.5,0,-2,0,-6
7.527,15733,128203.8,31920.75,-418632.5,-2,-2,-2,2
7.528,15732.5,128202.2,31918.75,-418628,0,0,-2,4
7.529,15733,128201.2,31917.5,-418627.8,0,0,0,-4
7.53,15735,128201,31919,-418633,2,0,2,-2
7.531,15737,128201.2,31920.75,-418631.2,0,0,2,4
7.532,15737,128201,31920.5,-418627,0,0,0,0
7.533,15738.75,128201.5,31921.75,-418630.5,4,2,4,-6
7.534,15743.75,128201.5,31926.75,-418632.5,6,0,6,2
7.535,15748.75,128201,31931,-418628.2,4,0,4,4
7.536,15749.75,128201,31934.75,-418628.2,0,0,2,-4
7.537,15750.5,128201,31936.75,-418633.2,0,0,2,-2
7.538,15751.5,128200.8,31939,-418630.8,2,-2,2,6
7.539,15752.75,128200.2,31940.5,-418627,0,-2,0,2
7.54,15754.25,128199.5,31938.5,-418630.8,0,0,-2,-6
7.541,15755,128198.5,31935.75,-418632.5,0,-2,-4,2
7.542,15753.5,128198.5,31933.75,-418628.2,-2,0,-2,6
7.543,15752.75,128199.2,31929.5,-418628.5,0,0,-4,-6
7.544,15754,128199.2,31925,-418633,0,0,-4,-2
7.545,15753,128199.8,31921,-418630.5,-2,2,-6,6
7.546,15752.75,128200.8,31916,-418626.5,0,2,-4,2
7.547,15753,128203,31911.25,-418631,0,4,-4,-6
7.548,15753,128203.8,31910.5,-418633.2,0,0,0,2
7.549,15753,128203.5,31910.5,-418629,0,0,-2,4
7.55,15752.5,128204.5,31908,-418628,-2,0,-4,-4
7.551,15752,128207.2,31906.75,-418632.8,0,4,0,-4
7.552,15752.25,128209,31908,-418631.8,0,0,0,2
7.553,15752.75,128209.2,31909.25,-418627.5,0,0,2,2
7.554,15752,128209,31911.5,-418630,0,0,2,-4
7.555,15751.5,128209.8,31913,-418633.2,0,0,0,2
7.556,15751.25,128210,31914.5,-418629.2,0,0,2,4
7.557,15750.5,128208.8,31917.25,-418628.2,-2,0,4,-2
7.558,15749,128208,31919.5,-418632.8,-2,0,2,-2
7.559,15749,128207.2,31922.25,-418630.8,0,-2,4,4
7.56,15748.5,128205,31923.25,-418627,0,-4,-2,0
7.561,15746.75,128203,31923.75,-418630.8,0,-2,2,-6
7.562,15745.5,128201.2,31927,-418632.2,-2,-2,2,2
7.563,15745,128198.2,31927.5,-418627.5,0,-4,-2,4
7.564,15744.75,128196,31926.25,-418628.8,0,-2,-2,-4
7.565,15744.75,128196,31928,-418633.5,0,2,2,-2
7.566,15745.5,128196,31928,-418630.5,2,0,-2,4
7.567,15746.5,128195.5,31926.25,-418627.5,2,0,0,-2
7.568,15747.25,128196,31927.75,-418631.8,2,0,2,-6
7.569,15747.25,128195.2,31929,-418632.8,0,-2,2,2
7.57,15748,128195.5,31930,-418628.2,2,0,0,4
7.571,15749.5,128196,31928.75,-418629,0,0,0,-4
7.572,15748.75,128197,31929.75,-418633.5,0,2,0,-2
7.573,15749,128198.8,31929.25,-418631,2,2,-2,6
7.574,15749.75,128200.2,31928.5,-418627.2,0,2,0,0
7.575,15749.25,128200,31929,-418631,0,-2,0,-4
7.576,15749.5,128200.5,31927.25,-418633.5,0,2,-2,2
7.577,15748,128201.2,31926.5,-418628.8,-2,0,0,4
7.578,15746.75,128200,31926.75,-418629,0,0,0,-4
7.579,15747,128201.2,31925.75,-418632.8,0,2,-2,0
7.58,15746.75,128200.2,31924.5,-418629.8,0,-2,-2,4
7.581,15746.75,128199.5,31923.75,-418628,2,0,0,-2
7.582,15746.75,128200,31923,-418632.8,0,0,0,-4
7.583,15747,128199.8,31923.75,-418631.8,0,0,2,4
7.584,15747.75,128199.2,31923.25,-418627.5,2,0,0,2
7.585,15747.75,128199.2,31922,-418630.2,-2,0,0,-6
7.586,15748,128199.2,31923,-418633.8,2,0,0,0
7.587,15749,128199,31921.75,-418630,0,0,-2,6
7.588,15749.5,128199,31920.5,-418627.5,0,0,0,-2
7.589,15750,128199.2,31921,-418632.5,0,2,0,-6
7.59,15749.5,128199.2,31919.5,-418632.8,0,0,-2,4
7.591,15750.25,128199.2,31917.25,-418627.8,2,0,-4,4
7.592,15750,128199.5,31916.25,-418629,-2,0,0,-4
7.593,15750.25,128199.2,31916.25,-418633.2,2,-2,0,0
7.594,15751.25,128199.5,31918,-418629.5,0,0,2,6
7.595,15749.75,128199.2,31920.5,-418626.8,-2,0,2,-2
7.596,15750.75,128199.5,31921,-418632,2,2,0,-6
7.597,15751.75,128199.2,31921.5,-418632.8,-2,0,2,4
7.598,15751.5,128199.2,31923.75,-418627.8,0,0,2,4
7.599,15752,128199.2,31927.25,-418628.5,2,0,4,-4
7.6,15752.25,128199.2,31927.75,-418633,0,0,0,-2
7.601,15753,128199,31927,-418630,2,0,0,4
7.602,15753.5,128198.2,31928.25,-418626.5,0,0,2,0
7.603,15753,128198,31927.25,-418631.5,0,0,-2,-6
7.604,15752.5,128197.5,31927.75,-418633.5,0,-2,2,4
7.605,15752.5,128196.8,31928.25,-418628.2,0,0,0,6
7.606,15752.5,128195.8,31927,-418627.2,0,0,-2,-4
7.607,15752,128195.5,31926,-418632.5,-2,0,-2,-4
7.608,15751.5,128195.5,31925.25,-418631.8,0,0,-2,4
7.609,15751,128195.8,31924.25,-418627,0,0,0,2
7.61,15751,128195.5,31923.25,-418629.2,0,0,0,-6
7.611,15750.5,128195.8,31924,-418633.2,0,0,2,0
7.612,15751,128196,31923,-418629.5,0,0,-2,6
7.613,15749.75,128196,31922.5,-418627.5,-2,0,2,-2
7.614,15749.25,128197,31924,-418632.5,0,2,0,-4
7.615,15749.75,128197.8,31922.5,-418631.8,2,2,-2,4
7.616,15748.75,128198.2,31921.25,-418627,0,2,2,4
7.617,15749.25,128198.8,31922.25,-418629.5,0,0,2,-6
7.618,15749,128199,31920.75,-418633,0,0,-2,0
7.619,15749,128198.8,31921.5,-418628.8,0,-2,2,6
7.62,15749.25,128198.8,31922.25,-418628.2,-2,0,-2,-4
7.621,15747.5,128199,31919.5,-418632.8,0,0,-2,-2
7.622,15748,128198.8,31919.5,-418630.5,2,0,0,6
7.623,15748.75,128198.5,31921.25,-418626.5,0,0,2,0
7.624,15747,128198.2,31918.75,-418630.5,0,0,-4,-6
7.625,15749,128198.2,31917,-418634,2,2,0,0
7.626,15749.5,128198.5,31916.5,-418629.5,-2,0,0,6
7.627,15748.75,128198.5,31915.25,-418627,-2,-2,-2,-2
7.628,15749,128198.2,31914.5,-418631.8,0,0,2,-4
7.629,15749,128198.8,31917,-418632,0,0,2,2
7.63,15749,128199,31917,-418627.5,0,0,-2,2
7.631,15749.5,128199.2,31915.5,-418629.8,2,0,-2,-6
7.632,15749.5,128200.5,31915.5,-418633.5,0,2,2,0
7.633,15749.75,128202,31917,-418629.8,0,2,2,6
7.634,15750.5,128203.2,31918,-418627.2,2,0,0,-2
7.635,15750.5,128203.2,31918,-418631.8,0,0,0,-4
7.636,15750.25,128203.8,31917.5,-418631.5,0,2,0,4
7.637,15749.75,128205,31917,-418627,0,0,2,4
7.638,15748.75,128203.8,31917.75,-418629.5,-2,-2,0,-4
7.639,15747.75,128205,31919.75,-418632.5,-2,2,2,0
7.64,15747.5,128204,31920.25,-418628.5,0,-4,0,4
7.641,15746.75,128203.2,31920.25,-418628.8,0,0,0,-4
7.642,15746.25,128203.8,31920.75,-418632.8,0,0,0,-2
7.643,15746.5,128203,31921.75,-418630,0,-2,0,4
7.644,15745.75,128202.8,31921.75,-418627.8,-2,0,0,-2
7.645,15745.25,128202.2,31922,-418632.5,0,-2,0,-4
7.646,15746,128201.2,31923.75,-418631.2,0,-2,2,6
7.647,15745,128200.5,31923,-418626.5,-2,-2,-2,2
7.648,15745.25,128200,31924.75,-418630,0,0,4,-6
7.649,15746,128200,31927.75,-418634.2,0,0,2,0
7.65,15744.5,128199.8,31928.5,-418629.8,0,0,0,6
7.651,15746.75,128199.5,31929,-418627.5,0,0,0,-2
7.652,15746.75,128199,31930.75,-418632.5,-2,0,2,-6
7.653,15746,128198.8,31932.5,-418631.5,2,0,0,4
7.654,15747.5,128198.8,31932,-418627.8,0,0,0,2
7.655,15746.75,128198.8,31933,-418631,0,0,2,-6
7.656,15746.75,128198.8,31934,-418633,2,0,-2,2
7.657,15747.5,128199,31932.25,-418629,0,2,-2,6
7.658,15746.5,128199,31932.75,-418628.5,0,0,2,-4
7.659,15747.25,128199,31933.75,-418633.2,4,0,0,-2
7.66,15747.5,128199.2,31931.5,-418631.2,0,0,0,6
7.661,15746.5,128199,31931.75,-418626.8,0,0,2,2
7.662,15748.25,128199.2,31931.25,-418630.5,2,0,0,-6
7.663,15747.75,128199.2,31929.75,-418633.8,-2,2,-2,0
7.664,15746.5,128199.2,31928.25,-418629.2,0,0,-2,6
7.665,15747,128199.2,31928.25,-418627.5,0,0,0,-2
7.666,15746.75,128199,31928,-418632.5,0,0,-2,-4
7.667,15747.25,128199,31926.75,-418632.2,2,0,-2,4
7.668,15747,128199.5,31925.5,-418627.2,-2,0,0,4
7.669,15747.25,128199.2,31926.25,-418629.2,2,0,0,-4
7.67,15747.75,128199.5,31925,-418633.5,0,0,-2,0
7.671,15747.25,128199.2,31924.5,-418630.2,0,0,0,6
7.672,15748.25,128199.2,31925.5,-418627.2,2,0,0,0
7.673,15747.75,128199.5,31923.75,-418632,0,0,-2,-6
7.674,15747.5,128199.8,31924,-418632.8,0,0,2,4
7.675,15748.25,128199.2,31924.25,-418628.2,0,0,-2,4
7.676,15747.75,128199.2,31922,-418629.2,0,0,-2,-4
7.677,15747.5,128199.8,31923.5,-418633.2,0,2,2,0
7.678,15747.25,128200,31923.25,-418630,0,0,-2,6
7.679,15747,128200,31921.75,-418627,0,0,0,-2
7.68,15747.75,128200.2,31923.25,-418631.5,0,0,2,-4
7.681,15746.75,128200.5,31923.25,-418632.8,-2,0,-2,4
7.682,15747.5,128200.5,31922.25,-418628.2,0,0,0,4
7.683,15747.5,128200.5,31924.25,-418629.2,-2,0,2,-4
7.684,15747.25,128200.8,31924.25,-418633.2,0,0,-2,0
7.685,15747.25,128200.5,31924.25,-418630,-2,0,0,6
7.686,15746,128200.5,31925.5,-418627,-2,0,2,-2
7.687,15747,128200.2,31927,-418631.8,2,0,2,-8
7.688,15746.75,128199.5,31928.5,-418633.2,0,-2,2,2
7.689,15745.25,128199.2,31929,-418628.5,-2,0,0,4
7.69,15745.75,128199,31928.5,-418628.5,0,0,0,-4
7.691,15744.25,128197.8,31929.5,-418633.8,-2,-2,0,-2
7.692,15744,128195.5,31929,-418631.5,2,-2,0,6
7.693,15744.25,128195.2,31929.25,-418626.8,-2,0,0,2
7.694,15743.25,128195,31929.5,-418630.2,0,0,0,-6
7.695,15743.25,128193.5,31929,-418634,0,-2,-2,0
7.696,15743.5,128191,31929,-418629.5,0,-2,0,6
7.697,15743.75,128188.5,31928.5,-418627.5,0,0,0,-4
7.698,15744.25,128188.5,31926.25,-418632.5,2,0,-2,-6
7.699,15744.25,128189,31924.5,-418632.8,0,-2,-2,4
7.7,15744.25,128188.2,31926.25,-418627.8,2,-2,4,4
7.701,15745.75,128190,31927,-418629.8,0,2,0,-4
7.702,15745,128192.5,31926,-418633.2,0,2,0,0
7.703,15747.25,128195.5,31926.75,-418629.8,4,4,2,4
7.704,15750,128198.5,31930.25,-418628.2,4,4,4,-4
7.705,15751.25,128203,31930.75,-418632.8,2,4,0,-4
7.706,15752.5,128206.8,31930.75,-418632.2,0,4,0,2
7.707,15754,128209.2,31933.75,-418628,0,2,4,2
7.708,15753,128210.8,31937.75,-418630,-2,0,4,-4
7.709,15752,128210.8,31938.75,-418633,0,2,-2,0
7.71,15749.5,128212.2,31937,-418629.2,-4,2,-2,4
7.711,15745.75,128213.8,31934.75,-418627.5,-2,0,0,-2
7.712,15744.5,128213.2,31932.25,-418633,-2,0,-4,-6
7.713,15742,128214,31927.25,-418632.5,-4,0,-6,4
7.714,15735.75,128213.8,31923.5,-418627.2,-6,0,-4,4
7.715,15728.5,128213.2,31921,-418629.8,-6,2,-2,-6
7.716,15726.5,128213.5,31917,-418633.8,0,0,-4,0
7.717,15727.75,128212.2,31914.25,-418630,2,-2,-2,4
7.718,15725.75,128211.5,31913.25,-418628,-4,-2,0,-2
7.719,15724.25,128211,31913.25,-418632.5,0,0,0,-4
7.72,15726,128210.5,31914.5,-418632,2,0,2,4
7.721,15725,128210.5,31915.75,-418628,-2,0,0,4
7.722,15724.5,128210.8,31917.25,-418630,2,0,2,-4
7.723,15727.5,128210.8,31920.5,-418633.8,4,0,4,0
7.724,15731.75,128210.2,31922.5,-418629.8,4,-2,2,6
7.725,15734.25,128210.2,31925,-418627.8,2,0,2,-2
7.726,15737,128210,31925.5,-418632.8,4,0,0,-6
7.727,15739.75,128209.2,31927.25,-418632.2,2,0,4,2
7.728,15739.75,128207.8,31930.75,-418627.2,-2,0,4,4
7.729,15740.75,128205.5,31932.5,-418629.8,2,-2,0,-6
7.73,15743.75,128204.8,31931.5,-418634.2,4,0,0,0
7.731,15744.75,128204.2,31933.5,-418630.5,0,0,2,6
7.732,15744,128202.8,31935.25,-418627.2,0,-2,0,0
7.733,15745,128201.2,31932.75,-418632,0,-2,-2,-6
7.734,15745.25,128200.2,31932.75,-418632.5,0,0,2,2
7.735,15746,128200,31933,-418627.5,2,0,-2,4
7.736,15748.5,128199.8,31931,-418629.2,2,0,-4,-6
7.737,15750,128199.8,31929.25,-418633.5,0,0,0,-2
7.738,15749.75,128199.8,31929,-418630.5,0,0,-2,4
7.739,15750,128200.2,31926.25,-418627,0,0,-4,0
7.74,15750,128200.2,31922,-418631.5,0,0,-4,-6
7.741,15750.5,128200.2,31921,-418632.5,0,0,0,2
7.742,15750.5,128200.8,31920.75,-418628.2,2,2,-2,4
7.743,15751.5,128200.5,31920,-418628.5,2,0,-2,-4
7.744,15750.5,128200.5,31919,-418633.5,-2,-2,-2,-2
7.745,15750.75,128200.8,31918.5,-418630.5,2,0,0,6
7.746,15751.75,128200.8,31919.25,-418627,0,0,2,0
7.747,15750.75,128200.5,31919.75,-418631.2,0,0,0,-6
7.748,15751.75,128201,31918,-418631.8,2,0,-2,2
7.749,15752,128200.8,31918.25,-418627.5,0,0,2,4
7.75,15751.75,128201.2,31919,-418629.5,0,0,0,-6
7.751,15751.5,128200.8,31917.75,-418632.8,0,-2,0,0
7.752,15750.25,128201.2,31919.75,-418628.5,-2,2,2,4
7.753,15751.75,128201.8,31920,-418626.8,2,0,-2,-2
7.754,15752.75,128200.8,31918.5,-418632.5,0,2,0,-6
7.755,15752.25,128202.2,31919.75,-418631.8,0,2,2,4
7.756,15752.25,128201.2,31919.5,-418626.5,0,0,-2,2
7.757,15751.5,128200.5,31919.5,-418629.2,0,2,2,-6
7.758,15751,128201.5,31922,-418633.2,2,0,0,0
7.759,15751.5,128200,31922,-418629.2,0,-2,0,6
7.76,15750.25,128200.8,31921,-418627,0,2,0,-2
7.761,15751,128200.5,31922.25,-418631.8,0,-2,2,-6
7.762,15750.75,128200,31925,-418632.2,0,0,4,2
7.763,15750.25,128200.5,31927,-418627.2,2,0,0,4
7.764,15750.75,128200,31925.75,-418628.8,-2,0,-2,-6
7.765,15749.75,128200.5,31927.25,-418633.2,0,2,2,-2
7.766,15751.25,128200.2,31928,-418629.8,0,-2,0,6
7.767,15751,128200,31927.75,-418626.8,0,0,0,0
7.768,15750.5,128200.2,31929.25,-418631.5,0,2,2,-6
7.769,15750.5,128200.2,31928.5,-418632.2,-2,0,0,4
7.77,15750.25,128200.2,31928.25,-418627.8,0,0,2,4
7.771,15750,128200.2,31929.5,-418629,0,0,0,-4
7.772,15750.25,128200.2,31928,-418633,-2,0,-2,-2
7.773,15750,128200,31928.75,-418629.8,0,-2,2,6
7.774,15750,128200.5,31930,-418627.5,-2,0,0,-2
7.775,15750,128199.8,31927.5,-418632,0,-2,-2,-4
7.776,15750.25,128200.2,31928,-418632,0,0,2,4
7.777,15750,128200.2,31928.5,-418627,0,0,0,4
7.778,15750,128200,31927.5,-418629.5,0,0,-2,-6
7.779,15750,128200.2,31924.5,-418633,0,0,-4,0
7.78,15750,128200.2,31921.25,-418629.8,0,0,-2,4
7.781,15750,128200.5,31918.75,-418627.5,0,0,-2,0
7.782,15750,128200.8,31914.75,-418632.5,0,0,-4,-6
7.783,15750,128201,31912,-418631.8,0,0,-2,4
7.784,15750.5,128200.8,31910,-418627.2,0,2,-2,2
7.785,15750.5,128201.2,31907.25,-418629.2,0,0,-4,-4
7.786,15750.75,128200.2,31905.75,-418633.8,0,0,0,0
7.787,15751,128201.5,31906,-418630.5,0,0,2,6
7.788,15750.75,128200.8,31906,-418626.8,0,-2,-2,0
7.789,15751,128201,31906,-418631,2,2,0,-6
7.79,15751,128201.8,31907.75,-418632.8,-2,0,4,2
7.791,15751.5,128200.2,31910.25,-418627.5,0,0,2,6
7.792,15754.25,128201.2,31912.5,-418627.8,2,0,2,-4
7.793,15755,128200.2,31915.75,-418633.2,0,-2,4,-4
7.794,15754.75,128200.2,31919.75,-418631.5,0,2,2,4
7.795,15755,128201,31923.5,-418627.2,0,0,6,0
7.796,15755.25,128199.8,31926.5,-418630.5,0,0,2,-6
7.797,15755.5,128200.5,31928.5,-418632.8,0,0,2,0
7.798,15755.25,128200.2,31931.75,-418628.2,0,0,4,4
7.799,15754.75,128199.8,31934,-418628.2,0,0,0,-4
7.8,15754,128200,31933.5,-418633,0,2,0,-2
7.801,15752.75,128200,31933,-418630.8,0,0,0,4
7.802,15751.25,128199.8,31930.75,-418627.5,-2,0,-2,0
7.803,15750.25,128200,31929.5,-418631.8,-2,0,0,-6
7.804,15748,128200,31929.25,-418633,-2,0,-2,2
7.805,15747.5,128200.2,31925.75,-418628.5,0,0,-6,4
7.806,15747.25,128200.5,31921.75,-418628.5,0,0,-2,-4
7.807,15746.5,128201,31918.5,-418633.2,0,0,-2,-2
7.808,15745.75,128200.2,31918.75,-418631,-2,2,2,6
7.809,15745.25,128201.5,31918.75,-418627.5,0,2,-2,0
7.81,15745.5,128200.5,31916.5,-418631.8,0,-2,0,-4
7.811,15746,128201,31917,-418632.2,0,4,2,4
7.812,15745.75,128202,31917.5,-418628,0,-2,0,2
7.813,15746.5,128200.5,31916.5,-418629.8,0,-2,0,-4
7.814,15746.25,128201.2,31918,-418633,-2,2,2,0
7.815,15747.25,128200.8,31920.25,-418629.2,2,-2,2,6
7.816,15747.5,128199.8,31920,-418628,-2,0,-2,-2
7.817,15747.25,128200.5,31919.5,-418633,0,2,0,-4
7.818,15748.75,128199.8,31920.5,-418632,0,-2,2,4
7.819,15749.5,128198.8,31921.25,-418627.2,0,0,0,2
7.82,15749.5,128197.8,31921,-418629.8,0,-2,0,-6
7.821,15749.5,128197,31922.25,-418633,0,0,2,2
7.822,15750,128196,31922.5,-418629,2,-2,0,4
7.823,15750.75,128195.8,31922.25,-418627.2,2,0,2,-2
7.824,15751,128195.5,31924.75,-418632.8,0,0,2,-4
7.825,15751.25,128195.2,31925.5,-418632.5,0,0,0,4
7.826,15751.25,128195.8,31925.5,-418628,0,0,0,4
7.827,15751.5,128196,31926.25,-418630,0,0,0,-6
7.828,15751.75,128196.5,31926.5,-418633,0,0,0,0
7.829,15751.5,128197.2,31926,-418629.2,0,0,0,4
7.83,15750.75,128199,31925.5,-418627.8,-2,2,0,-2
7.831,15749.75,128200.8,31924.75,-418632.5,-2,2,-2,-4
7.832,15748.25,128201,31924.75,-418631.5,0,0,0,6
7.833,15747.5,128202,31924.25,-418627.8,0,0,-2,2
7.834,15746.5,128203.5,31922,-418631,-2,2,-2,-6
7.835,15746,128203.2,31921,-418633,0,0,0,2
7.836,15746,128203.8,31920.75,-418628.5,-2,0,0,4
7.837,15743.5,128203.8,31920.75,-418628.2,-4,-2,0,-2
7.838,15741.5,128203.8,31919.75,-418633,-2,2,-2,-4
7.839,15741,128204.2,31919.25,-418631,0,0,0,4
7.84,15741,128203.2,31920,-418627.8,0,-2,2,0
7.841,15740.5,128202.8,31922.5,-418632,-2,0,4,-6
7.842,15740.5,128203.5,31925,-418632.8,0,0,2,4
7.843,15741,128202.2,31924.75,-418628,0,-2,0,4
7.844,15741.5,128202,31926.25,-418628.8,0,2,4,-4
7.845,15742.75,128202.2,31931,-418633.2,2,0,6,-2
7.846,15743.5,128200.8,31936.75,-418630.2,0,-2,6,6
7.847,15742.75,128199.5,31940,-418627.8,0,0,2,-2
7.848,15744.75,128198,31941,-418632.2,2,0,2,-6
7.849,15744.5,128196.2,31941.5,-418632.2,0,-2,0,4
7.85,15744.5,128194.8,31943,-418628,2,-2,2,4
7.851,15746,128195,31945.25,-418629,-2,0,2,-4
7.852,15743.5,128194,31946.5,-418633.2,0,-2,2,-2
7.853,15745.25,128193.2,31944.5,-418630.8,4,0,-4,6
7.854,15746,128194,31941,-418627.5,-2,2,-2,0
7.855,15744.25,128192.8,31940.5,-418631.8,2,-2,0,-8
7.856,15745.75,128192.8,31940.25,-418633.2,2,2,-2,2
7.857,15745,128193.2,31937.25,-418628.5,-2,-2,-4,4
7.858,15744.5,128192.5,31933,-418628.8,2,0,-4,-4
7.859,15746.25,128194.2,31929.5,-418633,2,2,-2,0
7.86,15745.5,128194.8,31928.5,-418630.8,-2,0,0,4
7.861,15745,128195,31927.75,-418627.5,0,0,-2,0
