"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775582995342000000"
"StartRawTime","1775582995342000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1826","2026-04-07","17:29:56.17","1775582996172000000","","305.56927999999613","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1827","2026-04-07","17:29:56.17","1775582996174000000","","305.84688000002649","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1828","2026-04-07","17:29:56.17","1775582996176000000","","306.12447999999864","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1829","2026-04-07","17:29:56.17","1775582996178000000","","306.402080000029","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1830","2026-04-07","17:29:56.18","1775582996180000000","","306.67968000000116","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1831","2026-04-07","17:29:56.18","1775582996182000000","","306.95728000003152","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1832","2026-04-07","17:29:56.18","1775582996184000000","","307.23488000000367","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1833","2026-04-07","17:29:56.18","1775582996186000000","","307.51248000003403","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1834","2026-04-07","17:29:56.18","1775582996188000000","","307.79008000000618","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1835","2026-04-07","17:29:56.19","1775582996190000000","","308.06768000003655","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1836","2026-04-07","17:29:56.19","1775582996192000000","","308.3452800000087","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1837","2026-04-07","17:29:56.19","1775582996194000000","","308.62288000003906","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1838","2026-04-07","17:29:56.19","1775582996196000000","","308.90048000001121","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1839","2026-04-07","17:29:56.19","1775582996198000000","","309.17808000004158","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1840","2026-04-07","17:29:56.20","1775582996200000000","","309.45568000001373","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1841","2026-04-07","17:29:56.20","1775582996202000000","","309.73328000004409","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1842","2026-04-07","17:29:56.20","1775582996204000000","","310.01088000001624","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1843","2026-04-07","17:29:56.20","1775582996206000000","","310.2884799999884","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1844","2026-04-07","17:29:56.20","1775582996208000000","","310.56608000001876","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1845","2026-04-07","17:29:56.21","1775582996210000000","","310.84367999999091","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1846","2026-04-07","17:29:56.21","1775582996212000000","","311.12128000002127","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1847","2026-04-07","17:29:56.21","1775582996214000000","","311.39887999999343","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1848","2026-04-07","17:29:56.21","1775582996216000000","","311.67648000002379","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1849","2026-04-07","17:29:56.21","1775582996218000000","","311.95407999999594","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1850","2026-04-07","17:29:56.22","1775582996220000000","","312.2316800000263","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1851","2026-04-07","17:29:56.22","1775582996222000000","","312.50927999999845","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1852","2026-04-07","17:29:56.22","1775582996224000000","","312.78688000002882","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1853","2026-04-07","17:29:56.22","1775582996226000000","","313.06448000000097","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1854","2026-04-07","17:29:56.22","1775582996228000000","","313.34208000003133","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1855","2026-04-07","17:29:56.23","1775582996230000000","","313.61968000000348","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1856","2026-04-07","17:29:56.23","1775582996232000000","","313.89728000003385","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1857","2026-04-07","17:29:56.23","1775582996234000000","","314.174880000006","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1858","2026-04-07","17:29:56.23","1775582996236000000","","314.45248000003636","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1859","2026-04-07","17:29:56.23","1775582996238000000","","314.73008000000851","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1860","2026-04-07","17:29:56.24","1775582996240000000","","315.00768000003887","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1861","2026-04-07","17:29:56.24","1775582996242000000","","315.28528000001103","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1862","2026-04-07","17:29:56.24","1775582996244000000","","315.56288000004139","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1863","2026-04-07","17:29:56.24","1775582996246000000","","315.84048000001354","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1864","2026-04-07","17:29:56.24","1775582996248000000","","316.1180800000439","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1865","2026-04-07","17:29:56.25","1775582996250000000","","316.39568000001606","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1866","2026-04-07","17:29:56.25","1775582996252000000","","316.67327999998821","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1867","2026-04-07","17:29:56.25","1775582996254000000","","316.95088000001857","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1868","2026-04-07","17:29:56.25","1775582996256000000","","317.22847999999072","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1869","2026-04-07","17:29:56.25","1775582996258000000","","317.50608000002109","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1870","2026-04-07","17:29:56.26","1775582996260000000","","317.78367999999324","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1871","2026-04-07","17:29:56.26","1775582996262000000","","318.0612800000236","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1872","2026-04-07","17:29:56.26","1775582996264000000","","318.33887999999575","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1873","2026-04-07","17:29:56.26","1775582996266000000","","318.61648000002612","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1874","2026-04-07","17:29:56.26","1775582996268000000","","318.89407999999827","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1875","2026-04-07","17:29:56.27","1775582996270000000","","319.17168000002863","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1876","2026-04-07","17:29:56.27","1775582996272000000","","319.44928000000078","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1877","2026-04-07","17:29:56.27","1775582996274000000","","319.72688000003114","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1878","2026-04-07","17:29:56.27","1775582996276000000","","320.0044800000033","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1879","2026-04-07","17:29:56.27","1775582996278000000","","320.28208000003366","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1880","2026-04-07","17:29:56.28","1775582996280000000","","320.55968000000581","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1881","2026-04-07","17:29:56.28","1775582996282000000","","320.83728000003617","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1882","2026-04-07","17:29:56.28","1775582996284000000","","321.11488000000833","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1883","2026-04-07","17:29:56.28","1775582996286000000","","321.39248000003869","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1884","2026-04-07","17:29:56.28","1775582996288000000","","321.67008000001084","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1885","2026-04-07","17:29:56.29","1775582996290000000","","321.9476800000412","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1886","2026-04-07","17:29:56.29","1775582996292000000","","322.22528000001336","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1887","2026-04-07","17:29:56.29","1775582996294000000","","322.50288000004372","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1888","2026-04-07","17:29:56.29","1775582996296000000","","322.78048000001587","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1889","2026-04-07","17:29:56.29","1775582996298000000","","323.05807999998802","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1890","2026-04-07","17:29:56.30","1775582996300000000","","323.33568000001839","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1891","2026-04-07","17:29:56.30","1775582996302000000","","323.61327999999054","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1892","2026-04-07","17:29:56.30","1775582996304000000","","323.8908800000209","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1893","2026-04-07","17:29:56.30","1775582996306000000","","324.16847999999305","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1894","2026-04-07","17:29:56.30","1775582996308000000","","324.44608000002341","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1895","2026-04-07","17:29:56.31","1775582996310000000","","324.72367999999557","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1896","2026-04-07","17:29:56.31","1775582996312000000","","325.00128000002593","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1897","2026-04-07","17:29:56.31","1775582996314000000","","325.27887999999808","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1898","2026-04-07","17:29:56.31","1775582996316000000","","325.55648000002844","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1899","2026-04-07","17:29:56.31","1775582996318000000","","325.8340800000006","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1900","2026-04-07","17:29:56.32","1775582996320000000","","326.11168000003096","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1901","2026-04-07","17:29:56.32","1775582996322000000","","326.38928000000311","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1902","2026-04-07","17:29:56.32","1775582996324000000","","326.66688000003347","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1903","2026-04-07","17:29:56.32","1775582996326000000","","326.94448000000563","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1904","2026-04-07","17:29:56.32","1775582996328000000","","327.22208000003599","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1905","2026-04-07","17:29:56.33","1775582996330000000","","327.49968000000814","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1906","2026-04-07","17:29:56.33","1775582996332000000","","327.7772800000385","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1907","2026-04-07","17:29:56.33","1775582996334000000","","328.05488000001066","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1908","2026-04-07","17:29:56.33","1775582996336000000","","328.33248000004102","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1909","2026-04-07","17:29:56.33","1775582996338000000","","328.61008000001317","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1910","2026-04-07","17:29:56.34","1775582996340000000","","328.88768000004353","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1911","2026-04-07","17:29:56.34","1775582996342000000","","329.16528000001568","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1912","2026-04-07","17:29:56.34","1775582996344000000","","329.44287999998784","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1913","2026-04-07","17:29:56.34","1775582996346000000","","329.7204800000182","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1914","2026-04-07","17:29:56.34","1775582996348000000","","329.99807999999035","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1915","2026-04-07","17:29:56.35","1775582996350000000","","330.27568000002071","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1916","2026-04-07","17:29:56.35","1775582996352000000","","330.55327999999287","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1917","2026-04-07","17:29:56.35","1775582996354000000","","330.83088000002323","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1918","2026-04-07","17:29:56.35","1775582996356000000","","331.10847999999538","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1919","2026-04-07","17:29:56.35","1775582996358000000","","331.38608000002574","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1920","2026-04-07","17:29:56.36","1775582996360000000","","331.6636799999979","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1921","2026-04-07","17:29:56.36","1775582996362000000","","331.94128000002826","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1922","2026-04-07","17:29:56.36","1775582996364000000","","332.21888000000041","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1923","2026-04-07","17:29:56.36","1775582996366000000","","332.49648000003077","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1924","2026-04-07","17:29:56.36","1775582996368000000","","332.77408000000293","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1925","2026-04-07","17:29:56.37","1775582996370000000","","333.05168000003329","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1926","2026-04-07","17:29:56.37","1775582996372000000","","333.32928000000544","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1927","2026-04-07","17:29:56.37","1775582996374000000","","333.6068800000358","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1928","2026-04-07","17:29:56.37","1775582996376000000","","333.88448000000795","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1929","2026-04-07","17:29:56.37","1775582996378000000","","334.16208000003832","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1930","2026-04-07","17:29:56.38","1775582996380000000","","334.43968000001047","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1931","2026-04-07","17:29:56.38","1775582996382000000","","334.71728000004083","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1932","2026-04-07","17:29:56.38","1775582996384000000","","334.99488000001298","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1933","2026-04-07","17:29:56.38","1775582996386000000","","335.27248000004334","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1934","2026-04-07","17:29:56.38","1775582996388000000","","335.5500800000155","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1935","2026-04-07","17:29:56.39","1775582996390000000","","335.82767999998765","-150","-820","138.79999998607673","0","0","0","0","1","0","138.79999998607673","0","1","0","0","0","0","0","0"
"1936","2026-04-07","17:29:56.39","1775582996392000000","","336.10528000001801","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1937","2026-04-07","17:29:56.39","1775582996394000000","","336.38287999999017","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1938","2026-04-07","17:29:56.39","1775582996396000000","","336.66048000002053","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1939","2026-04-07","17:29:56.39","1775582996398000000","","336.93807999999268","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1940","2026-04-07","17:29:56.40","1775582996400000000","","337.21568000002304","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1941","2026-04-07","17:29:56.40","1775582996402000000","","337.4932799999952","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1942","2026-04-07","17:29:56.40","1775582996404000000","","337.77088000002556","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1943","2026-04-07","17:29:56.40","1775582996406000000","","338.04847999999771","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1944","2026-04-07","17:29:56.40","1775582996408000000","","338.32608000002807","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
"1945","2026-04-07","17:29:56.41","1775582996410000000","","338.60368000000022","-150","-820","138.79999998607673","0","0","-1.4551915228366852E-05","0","1","0","138.79999998607673","-1.4551915228366852E-05","1","0","0","0","0","0","0"
"1946","2026-04-07","17:29:56.41","1775582996412000000","","338.88128000003059","-150","-820","138.80000001518056","0","0","1.4551915228366852E-05","0","1","0","138.80000001518056","1.4551915228366852E-05","1","0","0","0","0","0","0"
