"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775584356046000000"
"StartRawTime","1775584356046000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1139","2026-04-07","17:52:36.04","1775584356046000000","","200","150","-820","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"1140","2026-04-07","17:52:36.04","1775584356048000000","","199.99999999999997","150","-819.99980659589858","-1.4210854715202004E-11","0","0.096702050711883203","-7.1054273576010019E-09","0","1","48.351025355941601","0.096702050711883203","48.351025355941601","1","0","0","0","1","0","0"
"1141","2026-04-07","17:52:36.05","1775584356050000000","","199.99999999999997","150","-819.99846582757971","0","0","0.67038415943443397","7.1054273576010019E-09","0","1","286.84105436127538","0.67038415943443397","286.84105436127538","1","0","0","0","0","0","0"
"1142","2026-04-07","17:52:36.05","1775584356052000000","","199.99999999999997","150","-819.99486604744959","0","0","1.7998900650582073","0","0","1","564.75295281188664","1.7998900650582073","564.75295281188664","1","0","0","0","0","0","0"
"1143","2026-04-07","17:52:36.05","1775584356054000000","","199.99999999999997","150","-819.9879341685712","0","0","3.4659394391951537","0","0","1","833.02468706847321","3.4659394391951537","833.02468706847321","1","0","0","0","0","0","0"
"1144","2026-04-07","17:52:36.05","1775584356056000000","","199.99999999999997","150","-819.97663522143853","0","0","5.6494735663363826","0","0","1","1091.7670635706145","5.6494735663363826","1091.7670635706145","1","0","0","0","0","0","0"
"1145","2026-04-07","17:52:36.05","1775584356058000000","","199.99999999999997","150","-819.95997191075037","0","0","8.331655344079536","0","0","1","1341.0908888715767","8.331655344079536","1341.0908888715767","1","0","0","0","0","0","0"
"1146","2026-04-07","17:52:36.06","1775584356060000000","","199.99999999999997","150","-819.93698417218445","0","0","11.493869282958258","0","0","1","1581.1069694393609","11.493869282958258","1581.1069694393609","1","0","0","0","0","0","0"
"1147","2026-04-07","17:52:36.06","1775584356062000000","","199.99999999999997","150","-819.90674872917168","0","0","15.117721506385351","0","0","1","1811.9261117135466","15.117721506385351","1811.9261117135466","1","0","0","0","0","0","0"
"1148","2026-04-07","17:52:36.06","1775584356064000000","","199.99999999999997","150","-819.86837864967003","0","0","19.185039750823307","0","0","1","2033.6591222189782","19.185039750823307","2033.6591222189782","1","0","0","0","0","0","0"
"1149","2026-04-07","17:52:36.06","1775584356066000000","","199.99999999999997","150","-819.82102290293869","0","0","23.677873365670621","0","0","1","2246.4168074236568","23.677873365670621","2246.4168074236568","1","0","0","0","0","0","0"
"1150","2026-04-07","17:52:36.06","1775584356068000000","","199.99999999999997","150","-819.76386591631183","0","0","28.578493313432318","0","0","1","2450.3099738808487","28.578493313432318","2450.3099738808487","1","0","0","0","0","0","0"
"1151","2026-04-07","17:52:36.07","1775584356070000000","","199.99999999999997","150","-819.69612713197318","0","0","33.869392169322055","0","0","1","2645.4494279448681","33.869392169322055","2645.4494279448681","1","0","0","0","0","0","0"
"1152","2026-04-07","17:52:36.07","1775584356072000000","","199.99999999999997","150","-819.61706056372964","0","0","39.533284121773704","0","0","1","2831.9459762258248","39.533284121773704","2831.9459762258248","1","0","0","0","0","0","0"
"1153","2026-04-07","17:52:36.07","1775584356074000000","","199.99999999999997","150","-819.52595435378578","0","0","45.55310497192977","0","0","1","3009.9104250780329","45.55310497192977","3009.9104250780329","1","0","0","0","0","0","0"
"1154","2026-04-07","17:52:36.07","1775584356076000000","","199.99999999999997","150","-819.42213032951724","0","0","51.912012134266661","0","0","1","3179.4535811684455","51.912012134266661","3179.4535811684455","1","0","0","0","0","0","0"
"1155","2026-04-07","17:52:36.07","1775584356078000000","","199.99999999999997","150","-819.30494356024542","0","0","58.593384635912571","0","0","1","3340.6862508229551","58.593384635912571","3340.6862508229551","1","0","0","0","0","0","0"
"1156","2026-04-07","17:52:36.08","1775584356080000000","","199.99999999999997","150","-819.17378191401133","0","0","65.580823117045384","0","0","1","3493.7192405664064","65.580823117045384","3493.7192405664064","1","0","0","0","0","0","0"
"1157","2026-04-07","17:52:36.08","1775584356082000000","","199.99999999999997","150","-819.02806561434943","0","0","72.858149830949515","0","0","1","3638.6633569520654","72.858149830949515","3638.6633569520654","1","0","0","0","0","0","0"
"1158","2026-04-07","17:52:36.08","1775584356084000000","","199.99999999999997","150","-818.86724679706219","0","0","80.409408643618008","0","0","1","3775.6294063342466","80.409408643618008","3775.6294063342466","1","0","0","0","0","0","0"
"1159","2026-04-07","17:52:36.08","1775584356086000000","","199.99999999999997","150","-818.69080906699355","0","0","88.21886503432097","0","0","1","3904.7281953514812","88.21886503432097","3904.7281953514812","1","0","0","0","0","0","0"
"1160","2026-04-07","17:52:36.08","1775584356088000000","","199.99999999999997","150","-818.49826705480336","0","0","96.271006095093981","0","0","1","4026.0705303865052","96.271006095093981","4026.0705303865052","1","0","0","0","0","0","0"
"1161","2026-04-07","17:52:36.09","1775584356090000000","","199.99999999999997","150","-818.28916597374143","0","0","104.55054053096546","0","0","1","4139.7672179357414","104.55054053096546","4139.7672179357414","1","0","0","0","0","0","0"
"1162","2026-04-07","17:52:36.09","1775584356092000000","","199.99999999999997","150","-818.06308117642141","0","0","113.04239866001353","0","0","1","4245.9290645240344","113.04239866001353","4245.9290645240344","1","0","0","0","0","0","0"
"1163","2026-04-07","17:52:36.09","1775584356094000000","","199.99999999999997","150","-817.81961771159501","0","0","121.73173241319546","0","0","1","4344.6668765909635","121.73173241319546","4344.6668765909635","1","0","0","0","0","0","0"
"1164","2026-04-07","17:52:36.09","1775584356096000000","","199.99999999999997","150","-817.55840988092609","0","0","130.60391533446136","0","0","1","4436.0914606329516","130.60391533446136","4436.0914606329516","1","0","0","0","0","0","0"
"1165","2026-04-07","17:52:36.09","1775584356098000000","","199.99999999999997","150","-817.27912079576424","0","0","139.64454258092474","0","0","1","4520.3136232316865","139.64454258092474","4520.3136232316865","1","0","0","0","0","0","0"
"1166","2026-04-07","17:52:36.10","1775584356100000000","","199.99999999999997","150","-816.98144193391988","0","0","148.83943092218033","0","0","1","4597.4441706277958","148.83943092218033","4597.4441706277958","1","0","0","0","0","0","0"
"1167","2026-04-07","17:52:36.10","1775584356102000000","","199.99999999999997","150","-816.665092696437","0","0","158.17461874144101","0","0","1","4667.5939096303409","158.17461874144101","4667.5939096303409","1","0","0","0","0","0","0"
"1168","2026-04-07","17:52:36.10","1775584356104000000","","199.99999999999997","150","-816.32981996436831","0","0","167.63636603434406","0","0","1","4730.8736464515277","167.63636603434406","4730.8736464515277","1","0","0","0","0","0","0"
"1169","2026-04-07","17:52:36.10","1775584356106000000","","199.99999999999997","150","-815.97539765554882","0","0","177.211154409747","0","0","1","4787.3941877014659","177.211154409747","4787.3941877014659","1","0","0","0","0","0","0"
"1170","2026-04-07","17:52:36.10","1775584356108000000","","199.99999999999997","150","-815.60162628136982","0","0","186.88568708950015","0","0","1","4837.2663398765781","186.88568708950015","4837.2663398765781","1","0","0","0","0","0","0"
"1171","2026-04-07","17:52:36.11","1775584356110000000","","199.99999999999997","150","-815.20833250355315","0","0","196.64688890833304","0","0","1","4880.6009094164438","196.64688890833304","4880.6009094164438","1","0","0","0","0","0","0"
"1172","2026-04-07","17:52:36.11","1775584356112000000","","199.99999999999997","150","-814.79536869092522","0","0","206.48190631396801","0","0","1","4917.5087028174858","206.48190631396801","4917.5087028174858","1","0","0","0","0","0","0"
"1173","2026-04-07","17:52:36.11","1775584356114000000","","199.99999999999997","150","-814.36261247619109","0","0","216.37810736706342","0","0","1","4948.1005265477052","216.37810736706342","4948.1005265477052","1","0","0","0","0","0","0"
"1174","2026-04-07","17:52:36.11","1775584356116000000","","199.99999999999997","150","-813.90996631270821","0","0","226.323081741441","0","0","1","4972.4871871887899","226.323081741441","4972.4871871887899","1","0","0","0","0","0","0"
"1175","2026-04-07","17:52:36.11","1775584356118000000","","199.99999999999997","150","-813.43735703126106","0","0","236.30464072357427","0","0","1","4990.7794910666325","236.30464072357427","4990.7794910666325","1","0","0","0","0","0","0"
"1176","2026-04-07","17:52:36.12","1775584356120000000","","199.99999999999997","150","-812.94473539683474","0","0","246.31081721315695","0","0","1","5003.0882447913427","246.31081721315695","5003.0882447913427","1","0","0","0","0","0","0"
"1177","2026-04-07","17:52:36.12","1775584356122000000","","199.99999999999997","150","-812.43207566538933","0","0","256.32986572270511","0","0","1","5009.5242547740781","256.32986572270511","5009.5242547740781","1","0","0","0","0","0","0"
"1178","2026-04-07","17:52:36.12","1775584356124000000","","199.99999999999997","150","-811.89937514063342","0","0","266.350262377955","0","0","1","5010.1983276249484","266.350262377955","5010.1983276249484","1","0","0","0","0","0","0"
"1179","2026-04-07","17:52:36.12","1775584356126000000","","199.99999999999997","150","-811.34665373079918","0","0","276.36070491712417","0","0","1","5005.221269584581","276.36070491712417","5005.221269584581","1","0","0","0","0","0","0"
"1180","2026-04-07","17:52:36.12","1775584356128000000","","199.99999999999997","150","-810.77395350541508","0","0","286.35011269204824","0","0","1","4994.7038874620375","286.35011269204824","4994.7038874620375","1","0","0","0","0","0","0"
"1181","2026-04-07","17:52:36.13","1775584356130000000","","199.99999999999997","150","-810.18133825208133","0","0","296.3076266668736","0","0","1","4978.7569874126802","296.3076266668736","4978.7569874126802","1","0","0","0","0","0","0"
"1182","2026-04-07","17:52:36.13","1775584356132000000","","199.99999999999997","150","-809.56889303324283","0","0","306.22260941925106","0","0","1","4957.4913761887274","306.22260941925106","4957.4913761887274","1","0","0","0","0","0","0"
"1183","2026-04-07","17:52:36.13","1775584356134000000","","199.99999999999997","150","-808.93672374296386","0","0","316.0846451394832","0","0","1","4931.0178601160715","316.0846451394832","4931.0178601160715","1","0","0","0","0","0","0"
"1184","2026-04-07","17:52:36.13","1775584356136000000","","199.99999999999997","150","-808.28495666370191","0","0","325.88353963097916","0","0","1","4899.4472457479787","325.88353963097916","4899.4472457479787","1","0","0","0","0","0","0"
"1185","2026-04-07","17:52:36.13","1775584356138000000","","199.99999999999997","150","-807.61373802308174","0","0","335.60932031008406","0","0","1","4862.8903395524503","335.60932031008406","4862.8903395524503","1","0","0","0","0","0","0"
"1186","2026-04-07","17:52:36.14","1775584356140000000","","199.99999999999997","150","-806.92323355066958","0","0","345.25223620607903","0","0","1","4821.4579479974873","345.25223620607903","4821.4579479974873","1","0","0","0","0","0","0"
"1187","2026-04-07","17:52:36.14","1775584356142000000","","199.99999999999997","150","-806.21362803474699","0","0","354.8027579612949","0","0","1","4775.2608776079342","354.8027579612949","4775.2608776079342","1","0","0","0","0","0","0"
"1188","2026-04-07","17:52:36.14","1775584356144000000","","199.99999999999997","150","-805.48512487908511","0","0","364.25157783094164","0","0","1","4724.4099348233703","364.25157783094164","4724.4099348233703","1","0","0","0","0","0","0"
"1189","2026-04-07","17:52:36.14","1775584356146000000","","199.99999999999997","150","-804.73794565971855","0","0","373.58960968327892","0","0","1","4669.0159261686404","373.58960968327892","4669.0159261686404","1","0","0","0","0","0","0"
"1190","2026-04-07","17:52:36.14","1775584356148000000","","199.99999999999997","150","-803.97232968171966","0","0","382.80798899944557","0","0","1","4609.1896580833236","382.80798899944557","4609.1896580833236","1","0","0","0","0","0","0"
"1191","2026-04-07","17:52:36.15","1775584356150000000","","199.99999999999997","150","-803.1885335359724","0","0","391.8980728736301","0","0","1","4545.0419370922646","391.8980728736301","4545.0419370922646","1","0","0","0","0","0","0"
"1192","2026-04-07","17:52:36.15","1775584356152000000","","199.99999999999997","150","-802.38683065594637","0","0","400.85144001301387","0","0","1","4476.6835696918861","400.85144001301387","4476.6835696918861","1","0","0","0","0","0","0"
"1193","2026-04-07","17:52:36.15","1775584356154000000","","199.99999999999997","150","-801.56751087447094","0","0","409.65989073771425","0","0","1","4404.2253623501892","409.65989073771425","4404.2253623501892","1","0","0","0","0","0","0"
"1194","2026-04-07","17:52:36.15","1775584356156000000","","199.99999999999997","150","-800.73087998050971","0","0","418.31544698061407","0","0","1","4327.77812144991","418.31544698061407","4327.77812144991","1","0","0","0","0","0","0"
"1195","2026-04-07","17:52:36.15","1775584356158000000","","199.99999999999997","150","-799.87725927593362","0","0","426.81035228804376","0","0","1","4247.4526537148449","426.81035228804376","4247.4526537148449","1","0","0","0","0","0","0"
"1196","2026-04-07","17:52:36.16","1775584356160000000","","199.99999999999997","150","-799.00698513229599","0","0","435.137071818815","0","0","1","4163.3597653856214","435.137071818815","4163.3597653856214","1","0","0","0","0","0","0"
"1197","2026-04-07","17:52:36.16","1775584356162000000","","199.99999999999997","150","-798.12040854760608","0","0","443.2882923449597","0","0","1","4075.610263072349","443.2882923449597","4075.610263072349","1","0","0","0","0","0","0"
"1198","2026-04-07","17:52:36.16","1775584356164000000","","199.99999999999997","150","-797.21789470310307","0","0","451.2569222515026","0","0","1","3984.3149532714506","451.2569222515026","3984.3149532714506","1","0","0","0","0","0","0"
"1199","2026-04-07","17:52:36.16","1775584356166000000","","199.99999999999997","150","-796.2998225200306","0","0","459.03609153623393","0","0","1","3889.5846423656621","459.03609153623393","3889.5846423656621","1","0","0","0","0","0","0"
"1200","2026-04-07","17:52:36.16","1775584356168000000","","199.99999999999997","150","-795.36658421641027","0","0","466.61915181016411","0","0","1","3791.5301369650933","466.61915181016411","3791.5301369650933","1","0","0","0","0","0","0"
"1201","2026-04-07","17:52:36.17","1775584356170000000","","199.99999999999997","150","-794.41858486381602","0","0","473.99967629712592","0","0","1","3690.2622434809018","473.99967629712592","3690.2622434809018","1","0","0","0","0","0","0"
"1202","2026-04-07","17:52:36.17","1775584356172000000","","199.99999999999997","150","-793.45624194414802","0","0","481.17145983400178","0","0","1","3585.8917684379321","481.17145983400178","3585.8917684379321","1","0","0","0","0","0","0"
"1203","2026-04-07","17:52:36.17","1775584356174000000","","199.99999999999997","150","-792.47998490640714","0","0","488.12851887043962","0","0","1","3478.5295182189202","488.12851887043962","3478.5295182189202","1","0","0","0","0","0","0"
"1204","2026-04-07","17:52:36.17","1775584356176000000","","199.99999999999997","150","-791.4902547234683","0","0","494.86509146942126","0","0","1","3368.2862994908191","494.86509146942126","3368.2862994908191","1","0","0","0","0","0","0"
"1205","2026-04-07","17:52:36.17","1775584356178000000","","199.99999999999997","150","-790.48750344885525","0","0","501.37563730652346","0","0","1","3255.2729185510998","501.37563730652346","3255.2729185510998","1","0","0","0","0","0","0"
"1206","2026-04-07","17:52:36.18","1775584356180000000","","199.99999999999997","150","-789.47219377351405","0","0","507.65483767060005","0","0","1","3139.6001820382935","507.65483767060005","3139.6001820382935","1","0","0","0","0","0","0"
"1207","2026-04-07","17:52:36.18","1775584356182000000","","199.99999999999997","150","-788.44479858258762","0","0","513.69759546321347","0","0","1","3021.3788963067145","513.69759546321347","3021.3788963067145","1","0","0","0","0","0","0"
"1208","2026-04-07","17:52:36.18","1775584356184000000","","199.99999999999997","150","-787.40580051218933","0","0","519.49903519914642","0","0","1","2900.7198679664725","519.49903519914642","2900.7198679664725","1","0","0","0","0","0","0"
"1209","2026-04-07","17:52:36.18","1775584356186000000","","199.99999999999997","150","-786.35569150617755","0","0","525.05450300589018","0","0","1","2777.7339033718818","525.05450300589018","2777.7339033718818","1","0","0","0","0","0","0"
"1210","2026-04-07","17:52:36.18","1775584356188000000","","199.99999999999997","150","-785.29497237292935","0","0","530.35956662409944","0","0","1","2652.5318091046302","530.35956662409944","2652.5318091046302","1","0","0","0","0","0","0"
"1211","2026-04-07","17:52:36.19","1775584356190000000","","199.99999999999997","150","-784.22415234211451","0","0","535.41001540742172","0","0","1","2525.2243916611405","535.41001540742172","2525.2243916611405","1","0","0","0","0","0","0"
"1212","2026-04-07","17:52:36.19","1775584356192000000","","199.99999999999997","150","-783.14374862146997","0","0","540.20186032227002","0","0","1","2395.9224574241489","540.20186032227002","2395.9224574241489","1","0","0","0","0","0","0"
"1213","2026-04-07","17:52:36.19","1775584356194000000","","199.99999999999997","150","-782.05428595357353","0","0","544.73133394822071","0","0","1","2264.7368129753431","544.73133394822071","2264.7368129753431","1","0","0","0","0","0","0"
"1214","2026-04-07","17:52:36.19","1775584356196000000","","199.99999999999997","150","-780.95629617261795","0","0","548.99489047778616","0","0","1","2131.7782647827244","548.99489047778616","2131.7782647827244","1","0","0","0","0","0","0"
"1215","2026-04-07","17:52:36.19","1775584356198000000","","199.99999999999997","150","-779.85031776118547","0","0","552.98920571624421","0","0","1","1997.1576192290286","552.98920571624421","1997.1576192290286","1","0","0","0","0","0","0"
"1216","2026-04-07","17:52:36.20","1775584356200000000","","199.99999999999997","150","-778.73689540702094","0","0","556.71117708226348","0","0","1","1860.9856830096305","556.71117708226348","1860.9856830096305","1","0","0","0","0","0","0"
"1217","2026-04-07","17:52:36.20","1775584356202000000","","199.99999999999997","150","-777.61657955980684","0","0","560.15792360705063","0","0","1","1723.3732623935794","560.15792360705063","1723.3732623935794","1","0","0","0","0","0","0"
"1218","2026-04-07","17:52:36.20","1775584356204000000","","199.99999999999997","150","-776.48992598793689","0","0","563.32678593497576","0","0","1","1584.431163962563","563.32678593497576","1584.431163962563","1","0","0","0","0","0","0"
"1219","2026-04-07","17:52:36.20","1775584356206000000","","199.99999999999997","150","-775.35749533529008","0","0","566.21532632340177","0","0","1","1444.2701942130043","566.21532632340177","1444.2701942130043","1","0","0","0","0","0","0"
"1220","2026-04-07","17:52:36.20","1775584356208000000","","199.99999999999997","150","-774.21985267800471","0","0","568.82132864268442","0","0","1","1303.001159641326","568.82132864268442","1303.001159641326","1","0","0","0","0","0","0"
"1221","2026-04-07","17:52:36.21","1775584356210000000","","199.99999999999997","150","-773.0775670812526","0","0","571.14279837605864","0","0","1","1160.7348666871076","571.14279837605864","1160.7348666871076","1","0","0","0","0","0","0"
"1222","2026-04-07","17:52:36.21","1775584356212000000","","199.99999999999997","150","-771.93121115601321","0","0","573.17796261969534","0","0","1","1017.5821218183501","573.17796261969534","1017.5821218183501","1","0","0","0","0","0","0"
"1223","2026-04-07","17:52:36.21","1775584356214000000","","199.99999999999997","150","-770.78136061584757","0","0","574.92527008281513","0","0","1","873.65373155989801","574.92527008281513","873.65373155989801","1","0","0","0","0","0","0"
"1224","2026-04-07","17:52:36.21","1775584356216000000","","199.99999999999997","150","-769.62859383367208","0","0","576.38339108774517","0","0","1","729.06050246501763","576.38339108774517","729.06050246501763","1","0","0","0","0","0","0"
"1225","2026-04-07","17:52:36.21","1775584356218000000","","199.99999999999997","150","-768.47349139853327","0","0","577.55121756940753","0","0","1","583.91324083117979","577.55121756940753","583.91324083117979","1","0","0","0","0","0","0"
"1226","2026-04-07","17:52:36.22","1775584356220000000","","199.99999999999997","150","-767.31663567238104","0","0","578.42786307611505","0","0","1","438.32275335375925","578.42786307611505","438.32275335375925","1","0","0","0","0","0","0"
"1227","2026-04-07","17:52:36.22","1775584356222000000","","199.99999999999997","150","-766.15861034684337","0","0","579.01266276883234","0","0","1","292.39984635864857","579.01266276883234","292.39984635864857","1","0","0","0","0","0","0"
"1228","2026-04-07","17:52:36.22","1775584356224000000","","199.99999999999997","150","-765","0","0","579.30517342168741","0","0","1","146.25532642753569","579.30517342168741","146.25532642753569","1","0","0","0","0","0","0"
"1229","2026-04-07","17:52:36.22","1775584356226000000","","199.99999999999997","149.99966902587897","-763.84138965315663","0","-0.16548706051366935","579.30517342168741","0","-82.743530256834674","1","0","579.30519705859581","0.011818454197509709","1","0","0","0","0","0","0"
"1230","2026-04-07","17:52:36.22","1775584356228000000","","199.99999999999997","149.99737132916573","-762.68336432761896","0","-1.1488483566211016","579.01266276883234","0","-491.68064805371614","1","-146.25532642753569","579.01380251182275","-145.69727338653138","1","0","0","0","0","0","0"
"1231","2026-04-07","17:52:36.23","1775584356230000000","","199.99999999999997","149.99119252347663","-761.52650860146673","0","-3.0894028445516142","578.42786307611505","0","-970.27724396525628","1","-292.39984635864857","578.43611331999045","-288.84459591614586","1","0","0","0","0","0","0"
"1232","2026-04-07","17:52:36.23","1775584356232000000","","199.99999999999997","149.97927481210928","-760.3714061663278","0","-5.9588556836729367","577.55121756946437","0","-1434.7264195606613","1","-438.32275332533754","577.58195684857537","-427.07823570754044","1","0","0","0","0","0","0"
"1233","2026-04-07","17:52:36.23","1775584356234000000","","199.99999999999997","149.95981643324194","-759.21863938415243","0","-9.7291894336706264","576.38339108768832","0","-1885.1668749988448","1","-583.91324088802321","576.46549822932104","-558.22930962716555","1","0","0","0","0","0","0"
"1234","2026-04-07","17:52:36.23","1775584356236000000","","199.99999999999997","149.93107110513233","-758.06878884398679","0","-14.372664054803863","574.92527008281513","0","-2321.7373105666184","1","-729.06050243659593","575.10489447737291","-680.30187597406666","1","0","0","0","0","0","0"
"1235","2026-04-07","17:52:36.23","1775584356238000000","","199.99999999999997","149.8913474713172","-756.9224329187474","0","-19.861816907564389","573.17796261969534","0","-2744.576426380263","1","-873.65373155989801","573.52198615548684","-791.454160943033","1","0","0","0","0","0","0"
"1236","2026-04-07","17:52:36.24","1775584356240000000","","199.99999999999997","149.83900854581151","-755.78014732199529","0","-26.169462752847039","571.14279837605864","0","-3153.822922641325","1","-1017.5821218183501","571.74201954868397","-889.98330340143639","1","0","0","0","0","0","0"
"1237","2026-04-07","17:52:36.24","1775584356242000000","","199.99999999999997","149.77247115830738","-754.64250466470992","0","-33.268693752063427","568.82132864268442","0","-3549.6154996081941","1","-1160.7348666871076","569.79339229478376","-974.31362695010648","1","0","0","0","0","0","0"
"1238","2026-04-07","17:52:36.24","1775584356244000000","","199.99999999999997","149.69020539937355","-753.510074012063","0","-41.132879466914574","566.21532632345861","0","-3932.0928574255731","1","-1303.0011596129043","567.7074154322986","-1042.988431242577","1","0","0","0","0","0","0"
"1239","2026-04-07","17:52:36.24","1775584356246000000","","199.99999999999997","149.59073406565443","-752.38342044019305","0","-49.735666859561434","563.32678593497576","0","-4301.39369632343","1","-1444.270194241426","565.51808486536959","-1094.6652834645079","1","0","0","0","0","0","0"
"1240","2026-04-07","17:52:36.24","1775584356248000000","","199.99999999999997","149.47263210506929","-751.26310459297906","0","-59.050980292568056","560.15792360699379","0","-4657.6567165033111","1","-1584.4311639909847","563.26185531528051","-1128.1147750445371","1","0","0","0","0","0","0"
"1241","2026-04-07","17:52:36.25","1775584356250000000","","199.99999999999997","149.33452606201172","-750.14968223881453","0","-69.053021528787895","556.71117708226348","0","-5001.0206181099193","1","-1723.3732623651576","560.97740994675939","-1142.2226842605596","1","0","0","0","0","0","0"
"1242","2026-04-07","17:52:36.25","1775584356252000000","","199.99999999999997","149.17509352254842","-749.04370382738193","0","-79.716269731648026","552.98920571630106","0","-5331.6241014300658","1","-1860.9856829812088","558.70541907043855","-1135.9954381604211","1","0","0","0","0","0","0"
"1243","2026-04-07","17:52:36.25","1775584356254000000","","199.99999999999997","148.99306255961881","-747.94571404642647","0","-91.01548146480809","548.99489047772931","0","-5649.6058665800319","1","-1997.157619285872","556.48828167080467","-1108.5686998169422","1","0","0","0","0","0","0"
"1244","2026-04-07","17:52:36.25","1775584356256000000","","199.99999999999997","148.78721117823392","-746.85625137853003","0","-102.9256906924445","544.73133394822071","0","-5955.1046138182073","1","-2131.7782647543027","554.36984404774819","-1059.2188115282397","1","0","0","0","0","0","0"
"1245","2026-04-07","17:52:36.25","1775584356258000000","","199.99999999999997","148.5563667606757","-745.77584765788549","0","-115.42220877910836","540.20186032227002","0","-6248.2590433319274","1","-2264.7368129753431","552.39509065078539","-987.37669848139831","1","0","0","0","0","0","0"
"1246","2026-04-07","17:52:36.26","1775584356260000000","","199.99999999999997","148.29940551169642","-744.70502762707065","0","-128.48062448964015","535.41001540742172","0","-6529.207855265895","1","-2395.9224574241489","550.60980327980315","-892.64368549112305","1","0","0","0","0","0","0"
"1247","2026-04-07","17:52:36.26","1775584356262000000","","199.99999999999997","148.01525190371746","-743.64430849382234","0","-142.07680398948241","530.35956662415629","0","-6798.0897499211324","1","-2525.2243916327188","549.06018626524792","-774.80850727761208","1","0","0","0","0","0","0"
"1248","2026-04-07","17:52:36.26","1775584356264000000","","199.99999999999997","147.70287812202895","-742.59419948781056","0","-156.18689084425341","525.05450300589018","0","-7055.0434273854989","1","-2652.5318091330519","547.79245704770074","-633.86460877359241","1","0","0","0","0","0","0"
"1249","2026-04-07","17:52:36.26","1775584356266000000","","199.99999999999997","147.36130350998866","-741.55520141741238","0","-170.78730602014502","519.49903519908958","0","-7300.2075879458062","1","-2777.7339034003035","546.85240373468559","-470.02665650757081","1","0","0","0","0","0","0"
"1250","2026-04-07","17:52:36.26","1775584356268000000","","199.99999999999997","146.98959401422127","-740.52780622648595","0","-185.85474788369538","513.69759546321347","0","-7533.7209317751785","1","-2900.7198679380508","546.28491366282412","-283.74503593073541","1","0","0","0","0","0","0"
"1251","2026-04-07","17:52:36.27","1775584356270000000","","199.99999999999997","146.5868616298178","-739.51249655114475","0","-201.36619220173202","507.65483767060005","0","-7755.722159018319","1","-3021.3788963067145","546.13347962946591","-75.717016679107019","1","0","0","0","0","0","0"
"1252","2026-04-07","17:52:36.27","1775584356272000000","","199.99999999999997","146.15226384553438","-738.5097452765317","0","-217.29889214171294","501.37563730652346","0","-7966.3499699904605","1","-3139.6001820382935","546.43969311401452","153.10674227430354","1","0","0","0","0","0","0"
"1253","2026-04-07","17:52:36.27","1775584356274000000","","199.99999999999997","145.68500308899195","-737.52001509359286","0","-233.63037827121502","494.86509146942126","0","-8165.7430647510409","1","-3255.2729185510998","547.24273627540242","401.52158069395227","1","0","0","0","0","0","0"
"1254","2026-04-07","17:52:36.27","1775584356276000000","","199.99999999999997","145.184326171875","-736.54375805585187","0","-250.33845855847403","488.12851887049646","0","-8354.0401436295033","1","-3368.2862994623974","548.57888654972635","668.07513716196354","1","0","0","0","0","0","0"
"1255","2026-04-07","17:52:36.27","1775584356278000000","","199.99999999999997","144.64952373513114","-735.58141513618398","0","-267.40121837192987","481.17145983394494","0","-8531.3799067279197","1","-3478.5295182757636","550.48104903395381","951.08124211373024","1","0","0","0","0","0","0"
