"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:InvertedU_trajV2.FSM_Status_InvertedU:GreaterThen:10"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1775584356046000000"
"StartRawTime","1775584356046000000"
"Index","Date","ClockTime","RawTime","TraceSampID","R_Delta3.Monitor.CmdPosCartesian.Base.x.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Pos:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Vel:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.x.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.y.Acc:LREAL","newPieceAvailable:BOOL","R_Delta3.Monitor.CmdPosCartesian.Base.z.Acc:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Vel_Trans:LREAL","R_Delta3.Monitor.CmdPosCartesian.Base.TCP.Acc_Trans:LREAL","R_Delta3.TrajV2.Monitor.Status.Movement.MovingSync:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Stopped:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.Aborting:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.LastBlending_Active:BOOL","R_Delta3.TrajV2.Monitor.Status.Movement.MovementInBuffer:BOOL","InvertedU_trajV2.MoveSync:BOOL","R_Delta3.TrajV2.Actions.MoveSync:BOOL"
"1476","2026-04-07","17:52:36.72","1775584356720000000","","200","-150","-804.73794565971855","0","0","-382.80798899938873","0","0","1","4545.0419371206863","382.80798899938873","-4545.0419371206863","1","0","0","0","0","0","0"
"1477","2026-04-07","17:52:36.72","1775584356722000000","","200","-150","-805.48512487908511","0","0","-373.58960968327892","0","0","1","4609.1896580549019","373.58960968327892","-4609.1896580549019","1","0","0","0","0","0","0"
"1478","2026-04-07","17:52:36.72","1775584356724000000","","200","-150","-806.21362803474699","0","0","-364.25157783094164","0","0","1","4669.0159261686404","364.25157783094164","-4669.0159261686404","1","0","0","0","0","0","0"
"1479","2026-04-07","17:52:36.72","1775584356726000000","","200","-150","-806.92323355066958","0","0","-354.8027579612949","0","0","1","4724.4099348233703","354.8027579612949","-4724.4099348233703","1","0","0","0","0","0","0"
"1480","2026-04-07","17:52:36.72","1775584356728000000","","200","-150","-807.61373802308174","0","0","-345.25223620607903","0","0","1","4775.2608776079342","345.25223620607903","-4775.2608776079342","1","0","0","0","0","0","0"
"1481","2026-04-07","17:52:36.73","1775584356730000000","","200","-150","-808.28495666370191","0","0","-335.60932031008406","0","0","1","4821.4579479974873","335.60932031008406","-4821.4579479974873","1","0","0","0","0","0","0"
"1482","2026-04-07","17:52:36.73","1775584356732000000","","200","-150","-808.93672374296398","0","0","-325.883539631036","0","0","1","4862.8903395240286","325.883539631036","-4862.8903395240286","1","0","0","0","0","0","0"
"1483","2026-04-07","17:52:36.73","1775584356734000000","","200","-150","-809.56889303324294","0","0","-316.0846451394832","0","0","1","4899.4472457764005","316.0846451394832","-4899.4472457764005","1","0","0","0","0","0","0"
"1484","2026-04-07","17:52:36.73","1775584356736000000","","200","-150","-810.18133825208145","0","0","-306.22260941925106","0","0","1","4931.0178601160715","306.22260941925106","-4931.0178601160715","1","0","0","0","0","0","0"
"1485","2026-04-07","17:52:36.73","1775584356738000000","","200","-150","-810.77395350541519","0","0","-296.3076266668736","0","0","1","4957.4913761887274","296.3076266668736","-4957.4913761887274","1","0","0","0","0","0","0"
"1486","2026-04-07","17:52:36.74","1775584356740000000","","200","-150","-811.34665373079918","0","0","-286.3501126919914","0","0","1","4978.756987441102","286.3501126919914","-4978.756987441102","1","0","0","0","0","0","0"
"1487","2026-04-07","17:52:36.74","1775584356742000000","","200","-150","-811.89937514063354","0","0","-276.36070491718101","0","0","1","4994.7038874051941","276.36070491718101","-4994.7038874051941","1","0","0","0","0","0","0"
"1488","2026-04-07","17:52:36.74","1775584356744000000","","200","-150","-812.43207566538933","0","0","-266.35026237789816","0","0","1","5005.2212696414244","266.35026237789816","-5005.2212696414244","1","0","0","0","0","0","0"
"1489","2026-04-07","17:52:36.74","1775584356746000000","","200","-150","-812.94473539683486","0","0","-256.32986572276195","0","0","1","5010.198327568105","256.32986572276195","-5010.198327568105","1","0","0","0","0","0","0"
"1490","2026-04-07","17:52:36.74","1775584356748000000","","200","-150","-813.43735703126117","0","0","-246.31081721315695","0","0","1","5009.5242548024999","246.31081721315695","-5009.5242548024999","1","0","0","0","0","0","0"
"1491","2026-04-07","17:52:36.75","1775584356750000000","","200","-150","-813.90996631270821","0","0","-236.30464072351742","0","0","1","5003.0882448197644","236.30464072351742","-5003.0882448197644","1","0","0","0","0","0","0"
"1492","2026-04-07","17:52:36.75","1775584356752000000","","200","-150","-814.36261247619109","0","0","-226.323081741441","0","0","1","4990.7794910382108","226.323081741441","-4990.7794910382108","1","0","0","0","0","0","0"
"1493","2026-04-07","17:52:36.75","1775584356754000000","","200","-150","-814.79536869092533","0","0","-216.37810736712026","0","0","1","4972.4871871603682","216.37810736712026","-4972.4871871603682","1","0","0","0","0","0","0"
"1494","2026-04-07","17:52:36.75","1775584356756000000","","200","-150","-815.20833250355327","0","0","-206.48190631396801","0","0","1","4948.1005265761269","206.48190631396801","-4948.1005265761269","1","0","0","0","0","0","0"
"1495","2026-04-07","17:52:36.75","1775584356758000000","","200","-150","-815.60162628136982","0","0","-196.6468889082762","0","0","1","4917.5087028459075","196.6468889082762","-4917.5087028459075","1","0","0","0","0","0","0"
"1496","2026-04-07","17:52:36.76","1775584356760000000","","200","-150","-815.97539765554882","0","0","-186.88568708950015","0","0","1","4880.600909388022","186.88568708950015","-4880.600909388022","1","0","0","0","0","0","0"
"1497","2026-04-07","17:52:36.76","1775584356762000000","","200","-150","-816.32981996436843","0","0","-177.21115440980384","0","0","1","4837.2663398481563","177.21115440980384","-4837.2663398481563","1","0","0","0","0","0","0"
